"site","sensor_number","date_time","date","time","temp_durafet_c","p_h","temp_c","tide","cycle"
"Lompoc Landing",1,2021-07-13 21:30:00,"07/13/2021","21:30:00",13.66531131,7.890289453,14.3277777777778,3.672882,"high"
"Lompoc Landing",1,2021-07-13 21:45:00,"07/13/2021","21:45:00",13.64652781,7.907227298,14.3277777777778,3.827997,"high"
"Lompoc Landing",1,2021-07-13 22:00:00,"07/13/2021","22:00:00",13.62389602,7.908754786,14.3166666666667,3.984187,"high"
"Lompoc Landing",1,2021-07-13 22:15:00,"07/13/2021","22:15:00",13.58962417,7.914242285,14.25,4.138844,"high"
"Lompoc Landing",1,2021-07-13 22:30:00,"07/13/2021","22:30:00",13.56322741,7.913938451,14.2277777777778,4.289139,"high"
"Lompoc Landing",1,2021-07-13 22:45:00,"07/13/2021","22:45:00",13.52053541,7.915143886,14.1666666666667,4.432404,"high"
"Lompoc Landing",1,2021-07-13 23:00:00,"07/13/2021","23:00:00",13.48093764,7.917015267,14.1222222222222,4.565535,"high"
"Lompoc Landing",1,2021-07-13 23:15:00,"07/13/2021","23:15:00",13.44437017,7.919788038,14.1222222222222,4.686016,"high"
"Lompoc Landing",1,2021-07-13 23:30:00,"07/13/2021","23:30:00",13.41407933,7.918081548,14.0777777777778,4.7913,"high"
"Lompoc Landing",1,2021-07-13 23:45:00,"07/13/2021","23:45:00",13.39300655,7.919285205,14.0555555555556,4.879113,"high"
"Lompoc Landing",1,2021-07-14 00:00:00,"07/14/2021","00:00:00",13.4056708,7.918954987,14.0888888888889,4.947111,"high"
"Lompoc Landing",1,2021-07-14 00:15:00,"07/14/2021","00:15:00",13.41535154,7.920016359,14.0888888888889,4.993518,"high"
"Lompoc Landing",1,2021-07-14 00:30:00,"07/14/2021","00:30:00",13.42643312,7.915762343,14.1222222222222,5.01674,"high"
"Lompoc Landing",1,2021-07-14 00:45:00,"07/14/2021","00:45:00",13.47310757,7.915323208,14.1888888888889,5.015295,"high"
"Lompoc Landing",1,2021-07-14 01:00:00,"07/14/2021","01:00:00",13.52293304,7.912097057,14.2277777777778,4.98719,"high"
"Lompoc Landing",1,2021-07-14 01:15:00,"07/14/2021","01:15:00",13.54211871,7.908176281,14.2388888888889,4.931753,"high"
"Lompoc Landing",1,2021-07-14 01:30:00,"07/14/2021","01:30:00",13.56765251,7.910789168,14.2722222222222,4.848771,"high"
"Lompoc Landing",1,2021-07-14 01:45:00,"07/14/2021","01:45:00",13.5555088,7.907443598,14.2388888888889,4.738336,"high"
"Lompoc Landing",1,2021-07-14 02:00:00,"07/14/2021","02:00:00",13.54483521,7.906254076,14.2166666666667,4.601342,"high"
"Lompoc Landing",1,2021-07-14 02:15:00,"07/14/2021","02:15:00",13.54195284,7.904646264,14.2166666666667,4.438749,"high"
"Lompoc Landing",1,2021-07-14 02:30:00,"07/14/2021","02:30:00",13.52667923,7.903863628,14.2055555555556,4.251809,"high"
"Lompoc Landing",1,2021-07-14 02:45:00,"07/14/2021","02:45:00",13.51179399,7.903725774,14.2,4.042789,"high"
"Lompoc Landing",1,2021-07-14 03:00:00,"07/14/2021","03:00:00",13.47839909,7.903228112,14.1666666666667,3.813712,"high"
"Lompoc Landing",1,2021-07-14 03:15:00,"07/14/2021","03:15:00",13.42785517,7.903135197,14.0666666666667,3.566841,"high"
"Lompoc Landing",1,2021-07-14 03:30:00,"07/14/2021","03:30:00",13.41317367,7.896350083,14.0888888888889,3.305551,"high"
"Lompoc Landing",1,2021-07-14 03:45:00,"07/14/2021","03:45:00",13.36030091,7.898629583,14.0166666666667,3.032664,"low"
"Lompoc Landing",1,2021-07-14 04:00:00,"07/14/2021","04:00:00",13.31928465,7.900802417,13.9722222222222,2.751154,"low"
"Lompoc Landing",1,2021-07-14 04:15:00,"07/14/2021","04:15:00",13.29119603,7.884495772,13.9388888888889,2.46508,"low"
"Lompoc Landing",1,2021-07-14 04:30:00,"07/14/2021","04:30:00",13.27278908,7.86164041,13.9277777777778,2.177684,"low"
"Lompoc Landing",1,2021-07-14 04:45:00,"07/14/2021","04:45:00",13.25184785,7.837048929,13.9055555555556,1.892245,"low"
"Lompoc Landing",1,2021-07-14 05:00:00,"07/14/2021","05:00:00",13.249302,7.836159441,13.8944444444444,1.612984,"low"
"Lompoc Landing",1,2021-07-14 05:15:00,"07/14/2021","05:15:00",13.2442691,7.833958559,13.8777777777778,1.343115,"low"
"Lompoc Landing",1,2021-07-14 05:30:00,"07/14/2021","05:30:00",13.23982729,7.828676443,13.8888888888889,1.085781,"low"
"Lompoc Landing",1,2021-07-14 05:45:00,"07/14/2021","05:45:00",13.2364886,7.82285902,13.8777777777778,0.844804,"low"
"Lompoc Landing",1,2021-07-14 06:00:00,"07/14/2021","06:00:00",13.23343392,7.817700752,13.8944444444444,0.622934,"low"
"Lompoc Landing",1,2021-07-14 06:15:00,"07/14/2021","06:15:00",13.23145047,7.815791565,13.9166666666667,0.422745,"low"
"Lompoc Landing",1,2021-07-14 06:30:00,"07/14/2021","06:30:00",13.23001048,7.811484407,13.9055555555556,0.247159,"low"
"Lompoc Landing",1,2021-07-14 06:45:00,"07/14/2021","06:45:00",13.22934766,7.812461201,13.9277777777778,0.098086,"low"
"Lompoc Landing",1,2021-07-14 07:00:00,"07/14/2021","07:00:00",13.22962012,7.811806717,13.95,-0.022819,"low"
"Lompoc Landing",1,2021-07-14 07:15:00,"07/14/2021","07:15:00",13.23238325,7.815117309,13.9833333333333,-0.113912,"low"
"Lompoc Landing",1,2021-07-14 07:30:00,"07/14/2021","07:30:00",13.23687947,7.815867759,14.0277777777778,-0.174383,"low"
"Lompoc Landing",1,2021-07-14 07:45:00,"07/14/2021","07:45:00",13.24543445,7.818265728,14.0555555555556,-0.203715,"low"
"Lompoc Landing",1,2021-07-14 08:00:00,"07/14/2021","08:00:00",13.25963648,7.81662415,14.1222222222222,-0.201958,"low"
"Lompoc Landing",1,2021-07-14 08:15:00,"07/14/2021","08:15:00",13.28134397,7.756791787,14.2,-0.170546,"low"
"Lompoc Landing",1,2021-07-14 08:30:00,"07/14/2021","08:30:00",13.31199235,7.692137456,14.3166666666667,-0.110334,"low"
"Lompoc Landing",1,2021-07-14 08:45:00,"07/14/2021","08:45:00",13.3546875,7.618753903,14.4111111111111,-0.022294,"low"
"Lompoc Landing",1,2021-07-14 09:00:00,"07/14/2021","09:00:00",13.41173288,7.586933083,14.5388888888889,0.09193,"low"
"Lompoc Landing",1,2021-07-14 09:15:00,"07/14/2021","09:15:00",13.48674477,7.617357232,14.7777777777778,0.230805,"low"
"Lompoc Landing",1,2021-07-14 09:30:00,"07/14/2021","09:30:00",13.59644485,7.593885911,14.8611111111111,0.391924,"low"
"Lompoc Landing",1,2021-07-14 09:45:00,"07/14/2021","09:45:00",13.70860703,7.565601466,15.0444444444444,0.573058,"low"
"Lompoc Landing",1,2021-07-14 10:00:00,"07/14/2021","10:00:00",13.83217554,7.566955324,15.2722222222222,0.771828,"low"
"Lompoc Landing",1,2021-07-14 10:15:00,"07/14/2021","10:15:00",13.99246859,7.545941813,15.4722222222222,0.984969,"low"
"Lompoc Landing",1,2021-07-14 10:30:00,"07/14/2021","10:30:00",14.16198651,7.55388498,15.7,1.209984,"low"
"Lompoc Landing",1,2021-07-14 10:45:00,"07/14/2021","10:45:00",14.37427108,7.581087721,15.9888888888889,1.443278,"low"
"Lompoc Landing",1,2021-07-14 11:00:00,"07/14/2021","11:00:00",14.61057444,7.593418764,16.2555555555556,1.681945,"low"
"Lompoc Landing",1,2021-07-14 11:15:00,"07/14/2021","11:15:00",15.03198622,7.576599475,16.6111111111111,1.923083,"low"
"Lompoc Landing",1,2021-07-14 11:30:00,"07/14/2021","11:30:00",15.24472018,7.609025616,16.5055555555556,2.163,"low"
"Lompoc Landing",1,2021-07-14 11:45:00,"07/14/2021","11:45:00",15.31071237,7.754691292,16.3833333333333,2.399156,"low"
"Lompoc Landing",1,2021-07-14 12:00:00,"07/14/2021","12:00:00",14.89065564,7.918844922,15.4,2.628059,"low"
"Lompoc Landing",1,2021-07-14 12:15:00,"07/14/2021","12:15:00",14.38712434,7.954842104,14.8388888888889,2.847184,"low"
"Lompoc Landing",1,2021-07-14 12:30:00,"07/14/2021","12:30:00",14.13016305,7.968335424,14.6888888888889,3.054161,"low"
"Lompoc Landing",1,2021-07-14 12:45:00,"07/14/2021","12:45:00",14.01027357,7.980085277,14.65,3.246163,"high"
"Lompoc Landing",1,2021-07-14 13:00:00,"07/14/2021","13:00:00",13.89945861,7.983864145,14.5277777777778,3.421532,"high"
"Lompoc Landing",1,2021-07-14 13:15:00,"07/14/2021","13:15:00",13.80335683,7.97991343,14.4222222222222,3.57808,"high"
"Lompoc Landing",1,2021-07-14 13:30:00,"07/14/2021","13:30:00",13.72835183,7.971915761,14.3388888888889,3.714549,"high"
"Lompoc Landing",1,2021-07-14 13:45:00,"07/14/2021","13:45:00",13.71075442,7.984281088,14.4111111111111,3.829926,"high"
"Lompoc Landing",1,2021-07-14 14:00:00,"07/14/2021","14:00:00",13.68882012,7.987085914,14.4333333333333,3.923179,"high"
"Lompoc Landing",1,2021-07-14 14:15:00,"07/14/2021","14:15:00",13.6649872,7.984706653,14.3555555555556,3.994102,"high"
"Lompoc Landing",1,2021-07-14 14:30:00,"07/14/2021","14:30:00",13.63768702,7.98867986,14.3388888888889,4.042483,"high"
"Lompoc Landing",1,2021-07-14 14:45:00,"07/14/2021","14:45:00",13.63057851,7.99405217,14.3666666666667,4.068721,"high"
"Lompoc Landing",1,2021-07-14 15:00:00,"07/14/2021","15:00:00",13.6269678,7.994165637,14.3388888888889,4.073424,"high"
"Lompoc Landing",1,2021-07-14 15:15:00,"07/14/2021","15:15:00",13.64401296,7.981711783,14.3555555555556,4.056724,"high"
"Lompoc Landing",1,2021-07-14 15:30:00,"07/14/2021","15:30:00",13.6709659,7.978919463,14.4,4.019749,"high"
"Lompoc Landing",1,2021-07-14 15:45:00,"07/14/2021","15:45:00",13.73578789,7.976181368,14.4555555555556,3.964241,"high"
"Lompoc Landing",1,2021-07-14 16:00:00,"07/14/2021","16:00:00",13.76270088,7.984261258,14.5166666666667,3.892235,"high"
"Lompoc Landing",1,2021-07-14 16:15:00,"07/14/2021","16:15:00",13.76666364,7.982562758,14.5,3.805914,"high"
"Lompoc Landing",1,2021-07-14 16:30:00,"07/14/2021","16:30:00",13.75441016,7.978499239,14.4888888888889,3.707958,"high"
"Lompoc Landing",1,2021-07-14 16:45:00,"07/14/2021","16:45:00",13.73814163,7.974472578,14.4444444444444,3.600932,"high"
"Lompoc Landing",1,2021-07-14 17:00:00,"07/14/2021","17:00:00",13.73258747,7.974674853,14.4444444444444,3.487598,"high"
"Lompoc Landing",1,2021-07-14 17:15:00,"07/14/2021","17:15:00",13.73896649,7.971256369,14.4666666666667,3.370781,"high"
"Lompoc Landing",1,2021-07-14 17:30:00,"07/14/2021","17:30:00",13.71152938,7.967927747,14.4,3.25319,"high"
"Lompoc Landing",1,2021-07-14 17:45:00,"07/14/2021","17:45:00",13.67610048,7.962905656,14.3555555555556,3.13788,"low"
"Lompoc Landing",1,2021-07-14 18:00:00,"07/14/2021","18:00:00",13.65836078,7.960901886,14.3666666666667,3.027431,"low"
"Lompoc Landing",1,2021-07-14 18:15:00,"07/14/2021","18:15:00",13.6410106,7.955583463,14.3166666666667,2.924412,"low"
"Lompoc Landing",1,2021-07-14 18:30:00,"07/14/2021","18:30:00",13.63664507,7.952477978,14.35,2.831118,"low"
"Lompoc Landing",1,2021-07-14 18:45:00,"07/14/2021","18:45:00",13.61595906,7.950067689,14.3166666666667,2.749918,"low"
"Lompoc Landing",1,2021-07-14 19:00:00,"07/14/2021","19:00:00",13.61154242,7.945715245,14.3166666666667,2.682606,"low"
"Lompoc Landing",1,2021-07-14 19:15:00,"07/14/2021","19:15:00",13.60568848,7.943821592,14.3055555555556,2.630791,"low"
"Lompoc Landing",1,2021-07-14 19:30:00,"07/14/2021","19:30:00",13.59600174,7.935493074,14.2944444444444,2.595754,"low"
"Lompoc Landing",1,2021-07-14 19:45:00,"07/14/2021","19:45:00",13.58184243,7.926599467,14.2277777777778,2.578426,"low"
"Lompoc Landing",1,2021-07-14 20:00:00,"07/14/2021","20:00:00",13.56115212,7.915371127,14.2388888888889,2.579245,"low"
"Lompoc Landing",1,2021-07-14 20:15:00,"07/14/2021","20:15:00",13.54518784,7.907005747,14.2055555555556,2.597554,"low"
"Lompoc Landing",1,2021-07-14 20:30:00,"07/14/2021","20:30:00",13.51132084,7.8961154,14.1666666666667,2.633102,"low"
"Lompoc Landing",1,2021-07-14 20:45:00,"07/14/2021","20:45:00",13.49096134,7.893432652,14.1666666666667,2.685347,"low"
"Lompoc Landing",1,2021-07-14 21:00:00,"07/14/2021","21:00:00",13.46532618,7.890223837,14.1333333333333,2.753612,"low"
"Lompoc Landing",1,2021-07-14 21:15:00,"07/14/2021","21:15:00",13.43985751,7.885743823,14.1,2.836742,"low"
"Lompoc Landing",1,2021-07-14 21:30:00,"07/14/2021","21:30:00",13.42132767,7.894527372,14.1,2.933227,"low"
"Lompoc Landing",1,2021-07-14 21:45:00,"07/14/2021","21:45:00",13.40929524,7.897168922,14.1,3.041624,"low"
"Lompoc Landing",1,2021-07-14 22:00:00,"07/14/2021","22:00:00",13.40204426,7.903869385,14.0666666666667,3.159928,"low"
"Lompoc Landing",1,2021-07-14 22:15:00,"07/14/2021","22:15:00",13.39390102,7.902720647,14.0777777777778,3.285881,"high"
"Lompoc Landing",1,2021-07-14 22:30:00,"07/14/2021","22:30:00",13.3879648,7.907584141,14.0777777777778,3.417479,"high"
"Lompoc Landing",1,2021-07-14 22:45:00,"07/14/2021","22:45:00",13.38126464,7.906299299,14.0555555555556,3.552159,"high"
"Lompoc Landing",1,2021-07-14 23:00:00,"07/14/2021","23:00:00",13.37452641,7.90604658,14.0555555555556,3.687245,"high"
"Lompoc Landing",1,2021-07-14 23:15:00,"07/14/2021","23:15:00",13.37512717,7.912404807,14.0777777777778,3.82046,"high"
"Lompoc Landing",1,2021-07-14 23:30:00,"07/14/2021","23:30:00",13.37342964,7.911063204,14.0666666666667,3.949056,"high"
"Lompoc Landing",1,2021-07-14 23:45:00,"07/14/2021","23:45:00",13.37112129,7.910309572,14.0666666666667,4.070333,"high"
"Lompoc Landing",1,2021-07-15 00:00:00,"07/15/2021","00:00:00",13.37951127,7.914278786,14.0444444444444,4.182067,"high"
"Lompoc Landing",1,2021-07-15 00:15:00,"07/15/2021","00:15:00",13.3836778,7.913876414,14.0666666666667,4.281731,"high"
"Lompoc Landing",1,2021-07-15 00:30:00,"07/15/2021","00:30:00",13.39424184,7.916368606,14.0777777777778,4.367001,"high"
"Lompoc Landing",1,2021-07-15 00:45:00,"07/15/2021","00:45:00",13.40545775,7.917058013,14.0888888888889,4.436025,"high"
"Lompoc Landing",1,2021-07-15 01:00:00,"07/15/2021","01:00:00",13.41087214,7.91608313,14.1111111111111,4.486877,"high"
"Lompoc Landing",1,2021-07-15 01:15:00,"07/15/2021","01:15:00",13.41091558,7.915641956,14.1,4.517965,"high"
"Lompoc Landing",1,2021-07-15 01:30:00,"07/15/2021","01:30:00",13.41354555,7.917466787,14.1,4.528073,"high"
"Lompoc Landing",1,2021-07-15 01:45:00,"07/15/2021","01:45:00",13.41598221,7.91403044,14.1,4.515518,"high"
"Lompoc Landing",1,2021-07-15 02:00:00,"07/15/2021","02:00:00",13.4154689,7.915604703,14.1111111111111,4.479101,"high"
"Lompoc Landing",1,2021-07-15 02:15:00,"07/15/2021","02:15:00",13.41417341,7.915724634,14.0888888888889,4.418411,"high"
"Lompoc Landing",1,2021-07-15 02:30:00,"07/15/2021","02:30:00",13.41215708,7.916376954,14.0888888888889,4.333532,"high"
"Lompoc Landing",1,2021-07-15 02:45:00,"07/15/2021","02:45:00",13.41102743,7.912695663,14.1111111111111,4.225038,"high"
"Lompoc Landing",1,2021-07-15 03:00:00,"07/15/2021","03:00:00",13.40892685,7.910676228,14.1222222222222,4.093519,"high"
"Lompoc Landing",1,2021-07-15 03:15:00,"07/15/2021","03:15:00",13.40473668,7.916883045,14.0888888888889,3.940281,"high"
"Lompoc Landing",1,2021-07-15 03:30:00,"07/15/2021","03:30:00",13.39912427,7.917775179,14.0777777777778,3.767088,"high"
"Lompoc Landing",1,2021-07-15 03:45:00,"07/15/2021","03:45:00",13.39733454,7.911937708,14.0888888888889,3.575456,"high"
"Lompoc Landing",1,2021-07-15 04:00:00,"07/15/2021","04:00:00",13.38954885,7.911516582,14.0777777777778,3.367773,"high"
"Lompoc Landing",1,2021-07-15 04:15:00,"07/15/2021","04:15:00",13.38894096,7.905550268,14.0777777777778,3.146775,"low"
"Lompoc Landing",1,2021-07-15 04:30:00,"07/15/2021","04:30:00",13.38643936,7.901196728,14.0777777777778,2.914703,"low"
"Lompoc Landing",1,2021-07-15 04:45:00,"07/15/2021","04:45:00",13.36509426,7.890659515,14.0388888888889,2.67472,"low"
"Lompoc Landing",1,2021-07-15 05:00:00,"07/15/2021","05:00:00",13.33508418,7.882442226,13.9944444444444,2.429911,"low"
"Lompoc Landing",1,2021-07-15 05:15:00,"07/15/2021","05:15:00",13.31768779,7.871784224,13.9611111111111,2.18374,"low"
"Lompoc Landing",1,2021-07-15 05:30:00,"07/15/2021","05:30:00",13.30289558,7.861054591,13.9611111111111,1.938918,"low"
"Lompoc Landing",1,2021-07-15 05:45:00,"07/15/2021","05:45:00",13.28995855,7.851819146,13.95,1.69898,"low"
"Lompoc Landing",1,2021-07-15 06:00:00,"07/15/2021","06:00:00",13.28200393,7.840736233,13.9388888888889,1.467401,"low"
"Lompoc Landing",1,2021-07-15 06:15:00,"07/15/2021","06:15:00",13.27714086,7.835097266,13.9611111111111,1.246807,"low"
"Lompoc Landing",1,2021-07-15 06:30:00,"07/15/2021","06:30:00",13.27285328,7.832451176,13.9833333333333,1.040457,"low"
"Lompoc Landing",1,2021-07-15 06:45:00,"07/15/2021","06:45:00",13.27168048,7.827046252,13.9944444444444,0.851366,"low"
"Lompoc Landing",1,2021-07-15 07:00:00,"07/15/2021","07:00:00",13.27388318,7.823169594,14.0777777777778,0.681707,"low"
"Lompoc Landing",1,2021-07-15 07:15:00,"07/15/2021","07:15:00",13.27949038,7.824570949,14.1222222222222,0.53402,"low"
"Lompoc Landing",1,2021-07-15 07:30:00,"07/15/2021","07:30:00",13.29096443,7.823412868,14.1555555555556,0.410328,"low"
"Lompoc Landing",1,2021-07-15 07:45:00,"07/15/2021","07:45:00",13.31006031,7.826964875,14.2388888888889,0.312409,"low"
"Lompoc Landing",1,2021-07-15 08:00:00,"07/15/2021","08:00:00",13.33802118,7.817307284,14.3277777777778,0.241376,"low"
"Lompoc Landing",1,2021-07-15 08:15:00,"07/15/2021","08:15:00",13.37626506,7.807094216,14.4222222222222,0.198299,"low"
"Lompoc Landing",1,2021-07-15 08:30:00,"07/15/2021","08:30:00",13.42575468,7.7843632,14.5611111111111,0.183732,"low"
"Lompoc Landing",1,2021-07-15 08:45:00,"07/15/2021","08:45:00",13.49225466,7.760522737,14.7333333333333,0.197149,"low"
"Lompoc Landing",1,2021-07-15 09:00:00,"07/15/2021","09:00:00",13.58957246,7.735965832,14.9388888888889,0.237631,"low"
"Lompoc Landing",1,2021-07-15 09:15:00,"07/15/2021","09:15:00",13.71945473,7.713082954,15.15,0.304672,"low"
"Lompoc Landing",1,2021-07-15 09:30:00,"07/15/2021","09:30:00",13.8728148,7.685950319,15.4222222222222,0.397173,"low"
"Lompoc Landing",1,2021-07-15 09:45:00,"07/15/2021","09:45:00",14.05837968,7.662315914,15.7333333333333,0.514051,"low"
"Lompoc Landing",1,2021-07-15 10:00:00,"07/15/2021","10:00:00",14.26739075,7.641571089,16.0222222222222,0.653433,"low"
"Lompoc Landing",1,2021-07-15 10:15:00,"07/15/2021","10:15:00",14.53620742,7.642898777,16.3833333333333,0.813722,"low"
"Lompoc Landing",1,2021-07-15 10:30:00,"07/15/2021","10:30:00",14.85642452,7.663199219,16.75,0.992382,"low"
"Lompoc Landing",1,2021-07-15 10:45:00,"07/15/2021","10:45:00",15.19966503,7.669281193,17.1444444444444,1.187173,"low"
"Lompoc Landing",1,2021-07-15 11:00:00,"07/15/2021","11:00:00",15.54994588,7.680350108,17.5444444444444,1.395727,"low"
"Lompoc Landing",1,2021-07-15 11:15:00,"07/15/2021","11:15:00",15.92537661,7.665826632,17.9611111111111,1.614801,"low"
"Lompoc Landing",1,2021-07-15 11:30:00,"07/15/2021","11:30:00",16.38002877,7.654073194,18.5944444444444,1.84199,"low"
"Lompoc Landing",1,2021-07-15 11:45:00,"07/15/2021","11:45:00",16.79806321,7.643173367,19.0888888888889,2.073812,"low"
"Lompoc Landing",1,2021-07-15 12:00:00,"07/15/2021","12:00:00",17.35302144,7.656480745,19.2944444444444,2.307512,"low"
"Lompoc Landing",1,2021-07-15 12:15:00,"07/15/2021","12:15:00",17.2694558,7.750514024,18.85,2.540355,"low"
"Lompoc Landing",1,2021-07-15 12:30:00,"07/15/2021","12:30:00",16.16396249,7.893294428,16.4055555555556,2.76887,"low"
"Lompoc Landing",1,2021-07-15 12:45:00,"07/15/2021","12:45:00",15.36833641,7.952486614,15.6,2.990718,"low"
"Lompoc Landing",1,2021-07-15 13:00:00,"07/15/2021","13:00:00",14.82054192,7.974163006,15.1277777777778,3.202682,"low"
"Lompoc Landing",1,2021-07-15 13:15:00,"07/15/2021","13:15:00",14.51191975,7.981765774,14.9611111111111,3.402695,"high"
"Lompoc Landing",1,2021-07-15 13:30:00,"07/15/2021","13:30:00",14.34570759,7.992702889,14.9166666666667,3.587974,"high"
"Lompoc Landing",1,2021-07-15 13:45:00,"07/15/2021","13:45:00",14.26462873,7.994666546,14.8833333333333,3.756664,"high"
"Lompoc Landing",1,2021-07-15 14:00:00,"07/15/2021","14:00:00",14.17271586,7.992101888,14.8166666666667,3.907106,"high"
"Lompoc Landing",1,2021-07-15 14:15:00,"07/15/2021","14:15:00",14.08793144,7.994967926,14.7333333333333,4.037438,"high"
"Lompoc Landing",1,2021-07-15 14:30:00,"07/15/2021","14:30:00",14.10087398,8.000762906,14.8111111111111,4.146741,"high"
"Lompoc Landing",1,2021-07-15 14:45:00,"07/15/2021","14:45:00",14.15101769,8.007373793,14.95,4.23389,"high"
"Lompoc Landing",1,2021-07-15 15:00:00,"07/15/2021","15:00:00",14.15581711,8.010427349,14.8722222222222,4.298541,"high"
"Lompoc Landing",1,2021-07-15 15:15:00,"07/15/2021","15:15:00",14.27156586,8.020558785,15.0555555555556,4.340349,"high"
"Lompoc Landing",1,2021-07-15 15:30:00,"07/15/2021","15:30:00",14.32520208,8.02439882,15.1111111111111,4.359547,"high"
"Lompoc Landing",1,2021-07-15 15:45:00,"07/15/2021","15:45:00",14.38312706,8.026513329,15.1388888888889,4.356365,"high"
"Lompoc Landing",1,2021-07-15 16:00:00,"07/15/2021","16:00:00",14.41796971,8.024828612,15.15,4.330787,"high"
"Lompoc Landing",1,2021-07-15 16:15:00,"07/15/2021","16:15:00",14.39528237,8.016752424,15.1111111111111,4.283895,"high"
"Lompoc Landing",1,2021-07-15 16:30:00,"07/15/2021","16:30:00",14.37309274,8.012393919,15.0666666666667,4.217333,"high"
"Lompoc Landing",1,2021-07-15 16:45:00,"07/15/2021","16:45:00",14.35304286,8.008470175,15.0444444444444,4.132788,"high"
"Lompoc Landing",1,2021-07-15 17:00:00,"07/15/2021","17:00:00",14.34668641,8.002844498,15.0555555555556,4.032533,"high"
"Lompoc Landing",1,2021-07-15 17:15:00,"07/15/2021","17:15:00",14.37302946,8.003963032,15.1111111111111,3.918792,"high"
"Lompoc Landing",1,2021-07-15 17:30:00,"07/15/2021","17:30:00",14.37403253,7.999706962,15.1,3.793909,"high"
"Lompoc Landing",1,2021-07-15 17:45:00,"07/15/2021","17:45:00",14.37861389,7.996441988,15.1,3.660781,"high"
"Lompoc Landing",1,2021-07-15 18:00:00,"07/15/2021","18:00:00",14.36294272,7.988918393,15.0444444444444,3.521989,"high"
"Lompoc Landing",1,2021-07-15 18:15:00,"07/15/2021","18:15:00",14.3541707,7.983192749,15.0666666666667,3.380135,"high"
"Lompoc Landing",1,2021-07-15 18:30:00,"07/15/2021","18:30:00",14.33461069,7.976621912,15,3.238284,"high"
"Lompoc Landing",1,2021-07-15 18:45:00,"07/15/2021","18:45:00",14.31314902,7.96799727,14.9888888888889,3.098836,"low"
"Lompoc Landing",1,2021-07-15 19:00:00,"07/15/2021","19:00:00",14.2941888,7.960477179,14.9722222222222,2.964709,"low"
"Lompoc Landing",1,2021-07-15 19:15:00,"07/15/2021","19:15:00",14.24972864,7.94434627,14.9277777777778,2.838217,"low"
"Lompoc Landing",1,2021-07-15 19:30:00,"07/15/2021","19:30:00",14.21028447,7.931784435,14.8388888888889,2.721531,"low"
"Lompoc Landing",1,2021-07-15 19:45:00,"07/15/2021","19:45:00",14.16774386,7.917595716,14.8,2.616981,"low"
"Lompoc Landing",1,2021-07-15 20:00:00,"07/15/2021","20:00:00",14.14051085,7.903907716,14.7888888888889,2.526165,"low"
"Lompoc Landing",1,2021-07-15 20:15:00,"07/15/2021","20:15:00",14.10774829,7.893832148,14.7444444444444,2.450823,"low"
"Lompoc Landing",1,2021-07-15 20:30:00,"07/15/2021","20:30:00",14.08021808,7.869746475,14.7,2.392084,"low"
"Lompoc Landing",1,2021-07-15 20:45:00,"07/15/2021","20:45:00",14.05327065,7.865171914,14.6777777777778,2.350822,"low"
"Lompoc Landing",1,2021-07-15 21:00:00,"07/15/2021","21:00:00",14.03080698,7.851999602,14.6666666666667,2.327699,"low"
"Lompoc Landing",1,2021-07-15 21:15:00,"07/15/2021","21:15:00",14.00730129,7.847843503,14.65,2.322855,"low"
"Lompoc Landing",1,2021-07-15 21:30:00,"07/15/2021","21:30:00",13.97844016,7.823582724,14.6055555555556,2.335478,"low"
"Lompoc Landing",1,2021-07-15 21:45:00,"07/15/2021","21:45:00",13.95546103,7.80498558,14.5944444444444,2.364798,"low"
"Lompoc Landing",1,2021-07-15 22:00:00,"07/15/2021","22:00:00",13.91490564,7.789556476,14.5611111111111,2.410096,"low"
"Lompoc Landing",1,2021-07-15 22:15:00,"07/15/2021","22:15:00",13.88568732,7.791111458,14.5388888888889,2.470364,"low"
"Lompoc Landing",1,2021-07-15 22:30:00,"07/15/2021","22:30:00",13.85284934,7.807296134,14.5,2.544324,"low"
"Lompoc Landing",1,2021-07-15 22:45:00,"07/15/2021","22:45:00",13.81787739,7.790588412,14.4444444444444,2.630455,"low"
"Lompoc Landing",1,2021-07-15 23:00:00,"07/15/2021","23:00:00",13.76941924,7.841381899,14.3888888888889,2.72701,"low"
"Lompoc Landing",1,2021-07-15 23:15:00,"07/15/2021","23:15:00",13.730429,7.859352521,14.3777777777778,2.832054,"low"
"Lompoc Landing",1,2021-07-15 23:30:00,"07/15/2021","23:30:00",13.69445348,7.85722386,14.3388888888889,2.943489,"low"
"Lompoc Landing",1,2021-07-15 23:45:00,"07/15/2021","23:45:00",13.65595112,7.882477059,14.3055555555556,3.059226,"low"
"Lompoc Landing",1,2021-07-16 00:00:00,"07/16/2021","00:00:00",13.62227552,7.894519605,14.2833333333333,3.17669,"low"
"Lompoc Landing",1,2021-07-16 00:15:00,"07/16/2021","00:15:00",13.58838437,7.903886378,14.25,3.293648,"high"
"Lompoc Landing",1,2021-07-16 00:30:00,"07/16/2021","00:30:00",13.55227528,7.906078086,14.2055555555556,3.407727,"high"
"Lompoc Landing",1,2021-07-16 00:45:00,"07/16/2021","00:45:00",13.51638539,7.903456628,14.1888888888889,3.516579,"high"
"Lompoc Landing",1,2021-07-16 01:00:00,"07/16/2021","01:00:00",13.47008874,7.9070969,14.1333333333333,3.617924,"high"
