Year,Month,Day,hr,mn,WSPD,WVHT,WTMP
2021,7,20,15,50,5.9,99,15.8
2021,7,20,16,0,6.2,99,15.8
2021,7,20,16,10,6.5,99,15.8
2021,7,20,16,20,6.7,99,15.8
2021,7,20,16,30,6.8,99,15.8
2021,7,20,16,40,6.7,1.87,15.8
2021,7,20,16,50,6.4,99,15.8
2021,7,20,17,0,6.9,99,15.8
2021,7,20,17,10,6.6,99,15.8
2021,7,20,17,20,6.3,99,15.8
2021,7,20,17,30,6,99,15.8
2021,7,20,17,40,6.2,1.81,15.8
2021,7,20,17,50,6.2,99,15.8
2021,7,20,18,0,6.5,99,15.8
2021,7,20,18,10,6.9,99,15.8
2021,7,20,18,20,6.3,99,15.8
2021,7,20,18,30,6.3,99,15.8
2021,7,20,18,40,6.6,1.76,15.8
2021,7,20,18,50,6.7,99,15.8
2021,7,20,19,0,6.3,99,15.8
2021,7,20,19,10,6.2,99,15.8
2021,7,20,19,20,6.6,99,15.9
2021,7,20,19,30,7.5,99,15.9
2021,7,20,19,40,7.3,1.8,15.9
2021,7,20,19,50,8,99,15.9
2021,7,20,20,0,7.7,99,15.9
2021,7,20,20,10,8.3,99,15.9
2021,7,20,20,20,8.1,99,15.9
2021,7,20,20,30,8.2,99,15.9
2021,7,20,20,40,7.9,1.88,15.9
2021,7,20,20,50,8.1,99,15.9
2021,7,20,21,0,8.3,99,15.9
2021,7,20,21,10,8.4,99,15.9
2021,7,20,21,20,8.3,99,15.9
2021,7,20,21,30,8.8,99,15.9
2021,7,20,21,40,8.8,2.01,15.9
2021,7,20,21,50,8.6,99,15.9
2021,7,20,22,0,9.2,99,15.9
2021,7,20,22,10,9.7,99,15.9
2021,7,20,22,20,9.7,99,15.9
2021,7,20,22,30,9.9,99,99
2021,7,20,22,40,8.9,1.94,15.9
2021,7,20,22,50,8.5,99,15.9
2021,7,20,23,0,9.3,99,15.9
2021,7,20,23,10,9.9,99,15.9
2021,7,20,23,20,10.4,99,15.9
2021,7,20,23,30,10,99,15.9
2021,7,20,23,40,9.8,2.14,15.9
2021,7,20,23,50,10.1,99,15.9
2021,7,21,0,0,9.5,99,15.9
2021,7,21,0,10,9.3,99,15.9
2021,7,21,0,20,9,99,15.9
2021,7,21,0,30,9.1,99,15.9
2021,7,21,0,40,9,2.05,15.9
2021,7,21,0,50,9.1,99,15.9
2021,7,21,1,0,9.1,99,15.9
2021,7,21,1,10,9.2,99,15.9
2021,7,21,1,20,9.2,99,16
2021,7,21,1,30,9.8,99,16
2021,7,21,1,40,9.4,2.08,16
2021,7,21,1,50,9.1,99,16
2021,7,21,2,0,9.6,99,16
2021,7,21,2,10,9.7,99,16
2021,7,21,2,20,9.4,99,16
2021,7,21,2,30,9.3,99,16
2021,7,21,2,40,9.6,2.23,16
2021,7,21,2,50,9.4,99,15.9
2021,7,21,3,0,9.8,99,15.9
2021,7,21,3,10,9.5,99,15.9
2021,7,21,3,20,9.3,99,15.9
2021,7,21,3,30,9.4,99,15.9
2021,7,21,3,40,9.5,2.24,15.9
2021,7,21,3,50,9.7,99,15.9
2021,7,21,4,0,9.7,99,15.9
2021,7,21,4,10,9.6,99,15.9
2021,7,21,4,20,9.3,99,15.9
2021,7,21,4,30,9.1,99,15.9
2021,7,21,4,40,9.1,2.24,15.9
2021,7,21,4,50,9.2,99,15.9
2021,7,21,5,0,8.8,99,15.9
2021,7,21,5,10,9.2,99,15.9
2021,7,21,5,20,9.5,99,15.9
2021,7,21,5,30,9.3,99,15.9
2021,7,21,5,40,8.5,2.61,15.9
2021,7,21,5,50,8,99,15.8
2021,7,21,6,0,8.4,99,15.8
2021,7,21,6,10,8.2,99,15.8
2021,7,21,6,20,8.2,99,15.8
2021,7,21,6,30,7.5,99,15.8
2021,7,21,6,40,7.8,2.44,15.8
2021,7,21,6,50,8.1,99,15.8
2021,7,21,7,0,7.8,99,15.8
2021,7,21,7,10,7.9,99,15.8
2021,7,21,7,20,7.8,99,15.8
2021,7,21,7,30,8.6,99,15.8
2021,7,21,7,40,8.2,2.33,15.8
2021,7,21,7,50,8.5,99,15.8
2021,7,21,8,0,8.6,99,15.8
2021,7,21,8,10,8.3,99,15.8
2021,7,21,8,20,8.4,99,15.8
2021,7,21,8,30,9.1,99,15.8
2021,7,21,8,40,9.3,2.24,15.8
2021,7,21,8,50,8.8,99,15.8
2021,7,21,9,0,9.3,99,15.8
2021,7,21,9,10,9.2,99,15.7
2021,7,21,9,20,8.9,99,15.7
2021,7,21,9,30,8.5,99,15.7
2021,7,21,9,40,8.8,2.26,15.7
2021,7,21,9,50,8.3,99,15.7
2021,7,21,10,0,8.7,99,15.7
2021,7,21,10,10,8.8,99,15.7
2021,7,21,10,20,8.9,99,15.7
2021,7,21,10,30,8.5,99,15.7
2021,7,21,10,40,8.8,2.37,15.7
2021,7,21,10,50,9.4,99,15.7
2021,7,21,11,0,9.5,99,15.7
2021,7,21,11,10,9.5,99,15.7
2021,7,21,11,20,8.9,99,15.7
2021,7,21,11,30,9.7,99,15.7
2021,7,21,11,40,10.1,2.22,15.7
2021,7,21,11,50,10.8,99,15.7
2021,7,21,12,0,10.8,99,15.7
2021,7,21,12,10,10.8,99,15.7
2021,7,21,12,20,10.9,99,15.7
2021,7,21,12,30,10.8,99,15.6
2021,7,21,12,40,10.6,2.26,15.6
2021,7,21,12,50,10.9,99,15.6
2021,7,21,13,0,11,99,15.6
2021,7,21,13,10,11.5,99,15.6
2021,7,21,13,20,11.3,99,15.6
2021,7,21,13,30,11.1,99,15.6
2021,7,21,13,40,11.4,2.28,15.6
2021,7,21,13,50,11.1,99,15.6
2021,7,21,14,0,11.1,99,15.6
2021,7,21,14,10,11.1,99,15.6
2021,7,21,14,20,10.4,99,15.6
2021,7,21,14,30,10.6,99,15.6
2021,7,21,14,40,10.6,2.19,15.6
2021,7,21,14,50,10.2,99,15.6
2021,7,21,15,0,10.5,99,15.6
2021,7,21,15,10,9.6,99,15.6
2021,7,21,15,20,10.5,99,15.6
2021,7,21,15,30,10.6,99,15.6
2021,7,21,15,40,10.2,2.1,15.6
2021,7,21,15,50,10.1,99,15.5
2021,7,21,16,0,10.1,99,15.5
2021,7,21,16,10,9.9,99,15.5
2021,7,21,16,20,9.8,99,15.5
2021,7,21,16,30,9.6,99,15.5
2021,7,21,16,40,9.4,1.92,15.5
2021,7,21,16,50,9.7,99,15.5
2021,7,21,17,0,9.2,99,15.5
2021,7,21,17,10,9.5,99,15.5
2021,7,21,17,20,9.9,99,15.5
2021,7,21,17,30,9.4,99,15.5
2021,7,21,17,40,9.1,2,15.5
2021,7,21,17,50,8.9,99,15.5
2021,7,21,18,0,9.2,99,15.5
2021,7,21,18,10,9.9,99,15.5
2021,7,21,18,20,9.7,99,15.5
2021,7,21,18,30,10,99,15.5
2021,7,21,18,40,10.1,2.02,15.5
2021,7,21,18,50,10.1,99,15.5
2021,7,21,19,0,10.6,99,15.6
2021,7,21,19,10,10.9,99,15.6
2021,7,21,19,20,10.6,99,15.6
2021,7,21,19,30,10.4,99,15.6
2021,7,21,19,40,10.4,2.35,15.6
2021,7,21,19,50,10.7,99,15.6
2021,7,21,20,0,10.9,99,15.6
2021,7,21,20,10,10.6,99,15.6
2021,7,21,20,20,10.2,99,15.6
2021,7,21,20,30,10.7,99,15.6
2021,7,21,20,40,10.7,2.34,15.6
2021,7,21,20,50,10.7,99,15.6
2021,7,21,21,0,10.8,99,15.6
2021,7,21,21,10,11.2,99,15.6
2021,7,21,21,20,11.2,99,15.6
2021,7,21,21,30,11,99,15.6
2021,7,21,21,40,10.6,2.57,15.6
2021,7,21,21,50,11.2,99,15.6
2021,7,21,22,0,11.6,99,15.6
2021,7,21,22,10,11.1,99,15.6
2021,7,21,22,20,11.2,99,15.6
2021,7,21,22,30,10.7,99,15.7
2021,7,21,22,40,11.1,2.44,15.7
2021,7,21,22,50,11.3,99,15.7
2021,7,21,23,0,10.7,99,15.7
2021,7,21,23,10,10.6,99,15.7
2021,7,21,23,20,11,99,15.7
2021,7,21,23,30,11.5,99,15.7
2021,7,21,23,40,11,2.65,15.7
2021,7,21,23,50,11.1,99,15.7
2021,7,22,0,0,11,99,15.7
2021,7,22,0,10,10.9,99,15.7
2021,7,22,0,20,11.2,99,15.7
2021,7,22,0,30,10.6,99,15.7
2021,7,22,0,40,10.2,2.39,15.7
2021,7,22,0,50,9.9,99,15.7
2021,7,22,1,0,9.9,99,15.7
2021,7,22,1,10,9.5,99,15.7
2021,7,22,1,20,9.7,99,15.7
2021,7,22,1,30,9.2,99,15.7
2021,7,22,1,40,9.2,2.5,15.7
2021,7,22,1,50,9.2,99,15.6
2021,7,22,2,0,9.8,99,15.6
2021,7,22,2,10,9.8,99,15.6
2021,7,22,2,20,9.1,99,15.6
2021,7,22,2,30,9.2,99,15.6
2021,7,22,2,40,9.3,2.37,15.6
2021,7,22,2,50,9,99,15.6
2021,7,22,3,0,8.8,99,15.6
2021,7,22,3,10,8.8,99,15.6
2021,7,22,3,20,8.9,99,15.6
2021,7,22,3,30,8.1,99,15.6
2021,7,22,3,40,8.8,2.53,15.6
2021,7,22,3,50,8.6,99,15.6
2021,7,22,4,0,8.4,99,15.6
2021,7,22,4,10,8.8,99,15.6
2021,7,22,4,20,8.6,99,15.6
2021,7,22,4,30,9,99,15.6
2021,7,22,4,40,8.6,2.48,15.6
2021,7,22,4,50,8.2,99,15.6
2021,7,22,5,0,8.7,99,15.5
2021,7,22,5,10,8.9,99,15.5
2021,7,22,5,20,8.4,99,15.5
2021,7,22,5,30,8.9,99,15.5
2021,7,22,5,40,9.1,2.35,15.5
2021,7,22,5,50,9,99,15.5
2021,7,22,6,0,9.3,99,15.5
2021,7,22,6,10,9.1,99,15.5
2021,7,22,6,20,9.1,99,15.5
2021,7,22,6,30,8.8,99,15.5
2021,7,22,6,40,8.6,2.19,15.5
2021,7,22,6,50,9.1,99,15.5
2021,7,22,7,0,9.3,99,15.5
2021,7,22,7,10,8.9,99,15.5
2021,7,22,7,20,8.9,99,15.5
2021,7,22,7,30,8.6,99,15.5
2021,7,22,7,40,9.3,2.22,15.5
2021,7,22,7,50,9.6,99,15.5
2021,7,22,8,0,9.7,99,15.5
2021,7,22,8,10,9.4,99,15.5
2021,7,22,8,20,9.9,99,15.5
2021,7,22,8,40,10.2,2.34,15.5
2021,7,22,8,50,10.2,99,15.4
2021,7,22,9,0,10.1,99,15.4
2021,7,22,9,10,10.3,99,15.4
2021,7,22,9,20,10.7,99,15.4
2021,7,22,9,30,10.3,99,15.4
2021,7,22,9,40,9.5,2.44,15.4
2021,7,22,9,50,9.8,99,15.4
2021,7,22,10,0,10.3,99,15.4
2021,7,22,10,10,9.7,99,15.4
2021,7,22,10,20,9.8,99,15.4
2021,7,22,10,30,9.5,99,15.4
2021,7,22,10,40,9.2,2.32,15.4
2021,7,22,10,50,9.6,99,15.4
2021,7,22,11,0,8.9,99,15.4
2021,7,22,11,10,9.6,99,15.4
2021,7,22,11,20,9.2,99,15.4
2021,7,22,11,30,8.8,99,15.4
2021,7,22,11,40,8.8,2.32,15.4
2021,7,22,11,50,8.6,99,15.4
2021,7,22,12,0,8.3,99,15.4
2021,7,22,12,10,7.7,99,15.4
2021,7,22,12,20,8.2,99,15.4
2021,7,22,12,30,7.9,99,15.4
2021,7,22,12,40,8.5,2.06,15.4
2021,7,22,12,50,7.8,99,15.4
2021,7,22,13,0,6.9,99,15.4
2021,7,22,13,10,6.8,99,15.4
2021,7,22,13,20,6.8,99,15.4
2021,7,22,13,30,7.5,99,15.4
2021,7,22,13,40,7.2,2.02,15.4
2021,7,22,13,50,7,99,15.4
2021,7,22,14,0,6.4,99,15.4
2021,7,22,14,10,6.7,99,15.4
2021,7,22,14,20,6.8,99,15.4
2021,7,22,14,30,7,99,15.4
2021,7,22,14,40,6.7,2.03,15.4
2021,7,22,14,50,6.5,99,15.4
2021,7,22,15,0,6.7,99,15.4
2021,7,22,15,10,7,99,15.4
2021,7,22,15,20,6.7,99,15.4
2021,7,22,15,30,6.7,99,15.4
2021,7,22,15,40,6.8,1.96,15.4
2021,7,22,15,50,6.4,99,15.4
2021,7,22,16,0,6.4,99,15.4
2021,7,22,16,10,6.5,99,15.4
2021,7,22,16,20,7,99,99
2021,7,22,16,30,7.1,99,15.4
2021,7,22,16,40,7,1.94,15.4
2021,7,22,16,50,7.3,99,15.4
2021,7,22,17,0,7.3,99,15.4
2021,7,22,17,10,7.2,99,15.4
2021,7,22,17,20,7.1,99,15.4
2021,7,22,17,30,7.3,99,15.4
2021,7,22,17,40,7.2,2,15.4
2021,7,22,17,50,7.3,99,15.4
2021,7,22,18,0,7.7,99,15.4
2021,7,22,18,10,7.5,99,15.4
2021,7,22,18,20,7.7,99,15.4
2021,7,22,18,30,7.7,99,15.4
2021,7,22,18,40,7.4,1.97,15.4
2021,7,22,18,50,7.6,99,15.4
2021,7,22,19,0,7.9,99,15.4
2021,7,22,19,10,7.4,99,15.4
2021,7,22,19,20,7.5,99,15.4
2021,7,22,19,30,7.4,99,15.4
2021,7,22,19,40,7.5,2.14,15.4
2021,7,22,19,50,7.7,99,15.4
2021,7,22,20,0,7.8,99,15.5
2021,7,22,20,10,7.8,99,15.5
2021,7,22,20,20,8.1,99,15.4
2021,7,22,20,30,7.9,99,15.5
2021,7,22,20,40,7.8,2.16,15.5
2021,7,22,20,50,7.4,99,15.5
2021,7,22,21,0,7.5,99,15.5
2021,7,22,21,10,7.5,99,15.5
2021,7,22,21,20,7.7,99,15.5
2021,7,22,21,30,7.5,99,15.5
2021,7,22,21,40,7.9,2.08,15.5
2021,7,22,21,50,7.7,99,15.5
2021,7,22,22,0,7.3,99,15.5
2021,7,22,22,10,7.8,99,15.5
2021,7,22,22,20,8,99,15.5
2021,7,22,22,30,7.7,99,15.5
2021,7,22,22,40,7.8,2.02,15.5
2021,7,22,22,50,8,99,15.5
2021,7,22,23,0,7.9,99,15.5
2021,7,22,23,10,8,99,15.5
2021,7,22,23,20,8.1,99,15.5
2021,7,22,23,30,7.8,99,15.5
2021,7,22,23,40,7.3,1.9,15.5
2021,7,22,23,50,8,99,15.5
2021,7,23,0,0,7.8,99,15.5
2021,7,23,0,10,7.6,99,15.5
2021,7,23,0,20,7.7,99,15.5
2021,7,23,0,30,7.8,99,15.5
2021,7,23,0,40,7.6,1.74,15.5
2021,7,23,0,50,7.5,99,15.5
2021,7,23,1,0,7.6,99,15.4
2021,7,23,1,10,7.7,99,15.4
2021,7,23,1,20,7.2,99,15.4
2021,7,23,1,30,7.6,99,15.4
2021,7,23,1,40,8.1,1.82,15.4
2021,7,23,1,50,8.1,99,15.4
2021,7,23,2,0,7.8,99,15.4
2021,7,23,2,10,8,99,15.4
2021,7,23,2,20,7.9,99,15.4
2021,7,23,2,30,8.1,99,15.4
2021,7,23,2,40,8,1.71,15.4
2021,7,23,2,50,8.1,99,15.4
2021,7,23,3,0,8.2,99,15.4
2021,7,23,3,10,7.7,99,15.4
2021,7,23,3,20,8.4,99,15.4
2021,7,23,3,30,8.5,99,15.4
2021,7,23,3,40,8.1,1.81,15.4
2021,7,23,3,50,7.8,99,15.4
2021,7,23,4,0,7.9,99,15.4
2021,7,23,4,10,8,99,15.4
2021,7,23,4,20,7.8,99,15.4
2021,7,23,4,30,7.9,99,15.4
2021,7,23,4,40,8,1.76,15.4
2021,7,23,4,50,7.9,99,15.4
2021,7,23,5,0,7.6,99,15.4
2021,7,23,5,10,7.6,99,15.3
2021,7,23,5,20,7.4,99,15.3
2021,7,23,5,30,7.1,99,15.3
2021,7,23,5,40,7.6,1.83,15.3
2021,7,23,5,50,7.2,99,15.3
2021,7,23,6,0,7,99,15.3
2021,7,23,6,10,7,99,15.3
2021,7,23,6,20,6.6,99,15.3
2021,7,23,6,30,6.9,99,15.3
2021,7,23,6,40,6.2,1.78,15.3
2021,7,23,6,50,5.9,99,15.3
2021,7,23,7,0,5.8,99,15.3
2021,7,23,7,10,6.5,99,15.3
2021,7,23,7,20,5.6,99,15.3
2021,7,23,7,30,6.2,99,15.2
2021,7,23,7,40,6.3,1.66,15.2
2021,7,23,7,50,6.3,99,15.2
2021,7,23,8,0,5.7,99,15.2
2021,7,23,8,10,5.6,99,15.2
2021,7,23,8,20,5.6,99,15.2
2021,7,23,8,30,5.6,99,15.2
2021,7,23,8,40,5.6,1.67,15.2
2021,7,23,8,50,5.6,99,15.2
2021,7,23,9,0,5.2,99,15.3
2021,7,23,9,10,5,99,15.3
2021,7,23,9,20,5.5,99,15.3
2021,7,23,9,30,5.4,99,15.3
2021,7,23,9,40,5.5,1.58,15.3
2021,7,23,9,50,5.6,99,15.3
2021,7,23,10,0,5.5,99,15.3
2021,7,23,10,10,5.1,99,15.3
2021,7,23,10,20,5.2,99,15.3
2021,7,23,10,30,5.4,99,15.3
2021,7,23,10,40,5.5,1.59,15.3
2021,7,23,10,50,5.6,99,15.3
2021,7,23,11,0,5.4,99,15.3
2021,7,23,11,10,5.2,99,15.3
2021,7,23,11,20,5.1,99,15.3
2021,7,23,11,30,5.7,99,15.3
2021,7,23,11,40,5.1,1.54,15.3
2021,7,23,11,50,5.1,99,15.3
2021,7,23,12,0,4.6,99,15.3
2021,7,23,12,10,5.4,99,15.3
2021,7,23,12,20,4.8,99,15.3
2021,7,23,12,30,4.6,99,15.3
2021,7,23,12,40,4,1.53,15.3
2021,7,23,12,50,4.6,99,15.3
2021,7,23,13,0,4,99,15.3
2021,7,23,13,10,4,99,15.3
2021,7,23,13,20,4.4,99,15.3
2021,7,23,13,30,4.6,99,15.3
2021,7,23,13,40,3.6,1.52,15.3
2021,7,23,13,50,3.7,99,15.3
2021,7,23,14,0,3.9,99,15.3
2021,7,23,14,10,3.3,99,15.3
2021,7,23,14,20,3.9,99,15.3
2021,7,23,14,30,3.1,99,15.3
2021,7,23,14,40,3.6,1.66,15.3
2021,7,23,14,50,3.6,99,15.3
2021,7,23,15,0,3.9,99,15.3
2021,7,23,15,10,3.5,99,15.3
2021,7,23,15,20,3.6,99,15.3
2021,7,23,15,30,3.8,99,15.2
2021,7,23,15,40,3,1.49,15.2
2021,7,23,15,50,3.1,99,15.3
2021,7,23,16,0,2.9,99,15.3
2021,7,23,16,10,3,99,15.3
2021,7,23,16,20,2.2,99,15.3
2021,7,23,16,30,2.8,99,15.3
2021,7,23,16,40,2.6,1.47,15.3
2021,7,23,16,50,2.3,99,15.3
2021,7,23,17,0,2.1,99,15.3
2021,7,23,17,10,2.1,99,15.3
2021,7,23,17,20,2.5,99,15.3
2021,7,23,17,30,2.8,99,15.3
2021,7,23,17,40,2.8,1.46,15.3
2021,7,23,17,50,3,99,15.3
2021,7,23,18,0,2.9,99,15.3
2021,7,23,18,10,3.1,99,15.3
2021,7,23,18,20,3.3,99,15.3
2021,7,23,18,30,3,99,15.3
2021,7,23,18,40,3.2,1.61,15.3
2021,7,23,18,50,3.5,99,15.4
2021,7,23,19,0,3.7,99,15.4
2021,7,23,19,10,3.8,99,15.4
2021,7,23,19,20,3.3,99,15.4
2021,7,23,19,30,3.6,99,15.5
2021,7,23,19,40,3.5,1.42,15.5
2021,7,23,19,50,3.3,99,15.5
2021,7,23,20,0,3.8,99,15.5
2021,7,23,20,10,3.2,99,15.5
2021,7,23,20,20,3,99,15.5
2021,7,23,20,30,3.4,99,15.6
2021,7,23,20,40,3.6,1.51,15.6
2021,7,23,20,50,4.1,99,15.6
2021,7,23,21,0,4.2,99,15.7
2021,7,23,21,10,4.4,99,15.7
2021,7,23,21,20,4.5,99,15.7
2021,7,23,21,30,4.8,99,15.7
2021,7,23,21,40,4.5,1.38,15.7
2021,7,23,21,50,4.4,99,15.7
2021,7,23,22,0,4.8,99,15.7
2021,7,23,22,10,4.8,99,15.7
2021,7,23,22,20,4.7,99,15.7
2021,7,23,22,30,4.9,99,15.7
2021,7,23,22,40,4.8,1.51,15.7
2021,7,23,22,50,5.3,99,15.7
2021,7,23,23,0,5.6,99,15.7
2021,7,23,23,10,5.3,99,15.7
2021,7,23,23,20,5.8,99,15.7
2021,7,23,23,30,6.1,99,15.6
2021,7,23,23,40,5.8,1.51,15.6
2021,7,23,23,50,5.7,99,15.6
2021,7,24,0,0,5.6,99,15.6
2021,7,24,0,10,5,99,15.6
2021,7,24,0,20,5.5,99,15.6
2021,7,24,0,30,5.6,99,15.6
2021,7,24,0,40,5.5,1.47,15.6
2021,7,24,0,50,5.4,99,15.6
2021,7,24,1,0,5.5,99,15.6
2021,7,24,1,10,5.1,99,15.6
2021,7,24,1,20,5.2,99,15.6
2021,7,24,1,30,5.4,99,15.6
2021,7,24,1,40,5.2,1.37,15.6
2021,7,24,1,50,5,99,15.6
2021,7,24,2,0,5.1,99,15.6
2021,7,24,2,10,5.3,99,15.6
2021,7,24,2,20,5.1,99,15.6
2021,7,24,2,30,5.2,99,15.6
2021,7,24,2,40,5.1,1.2,15.6
2021,7,24,2,50,4.8,99,15.5
2021,7,24,3,0,4.6,99,15.5
2021,7,24,3,10,4.3,99,15.5
2021,7,24,3,20,4.7,99,15.5
2021,7,24,3,30,4,99,15.5
2021,7,24,3,40,4.6,1.38,15.5
2021,7,24,3,50,4.1,99,15.5
2021,7,24,4,0,4,99,15.5
2021,7,24,4,10,4.3,99,15.5
2021,7,24,4,20,4.6,99,15.5
2021,7,24,4,30,4.3,99,15.6
2021,7,24,4,40,3.9,1.29,15.6
2021,7,24,4,50,4.6,99,15.6
2021,7,24,5,0,4.6,99,15.6
2021,7,24,5,10,4.5,99,15.6
2021,7,24,5,20,4.1,99,15.6
2021,7,24,5,30,3.3,99,15.6
2021,7,24,5,40,4.1,1.19,15.6
2021,7,24,5,50,4.2,99,15.5
2021,7,24,6,0,3.8,99,15.5
2021,7,24,6,10,4.4,99,15.5
2021,7,24,6,20,4.4,99,15.5
2021,7,24,6,30,3.9,99,15.5
2021,7,24,6,40,3.7,1.4,15.5
2021,7,24,6,50,3.6,99,15.5
2021,7,24,7,0,3.3,99,15.5
2021,7,24,7,10,3,99,15.5
2021,7,24,7,20,3.5,99,15.5
2021,7,24,7,30,3,99,15.5
2021,7,24,7,40,3.3,1.35,15.5
2021,7,24,7,50,3.5,99,15.5
2021,7,24,8,0,3,99,15.5
2021,7,24,8,10,2.7,99,15.5
2021,7,24,8,20,3.3,99,15.5
2021,7,24,8,30,3.1,99,15.5
2021,7,24,8,40,2.1,1.29,15.5
2021,7,24,8,50,2.9,99,15.4
2021,7,24,9,0,2.2,99,15.5
2021,7,24,9,10,1.4,99,15.5
2021,7,24,9,20,2.7,99,15.5
2021,7,24,9,30,2.4,99,15.5
2021,7,24,9,40,2.8,1.29,15.5
2021,7,24,9,50,2.4,99,15.5
2021,7,24,10,0,2.3,99,15.5
2021,7,24,10,10,1.3,99,15.5
2021,7,24,10,20,1.8,99,15.5
2021,7,24,10,30,2.6,99,15.5
2021,7,24,10,40,1.1,1.16,15.5
2021,7,24,10,50,1.4,99,15.5
2021,7,24,11,0,2.6,99,15.5
2021,7,24,11,10,2.3,99,15.5
2021,7,24,11,20,2.9,99,15.5
2021,7,24,11,30,2.1,99,15.5
2021,7,24,11,40,1.8,1.19,15.5
2021,7,24,11,50,1.6,99,15.5
2021,7,24,12,0,2.2,99,15.5
2021,7,24,12,10,1.7,99,15.5
2021,7,24,12,20,1.8,99,15.5
2021,7,24,12,30,2.2,99,15.5
2021,7,24,12,40,1.7,1.22,15.5
2021,7,24,12,50,1.7,99,15.5
2021,7,24,13,0,2,99,15.5
2021,7,24,13,10,2.2,99,15.5
2021,7,24,13,20,2.5,99,15.5
2021,7,24,13,30,2.8,99,15.4
2021,7,24,13,40,3,1.25,15.4
2021,7,24,13,50,1.6,99,15.5
2021,7,24,14,0,3.1,99,15.4
2021,7,24,14,10,2.3,99,15.4
2021,7,24,14,20,2.2,99,15.5
2021,7,24,14,30,2.3,99,15.5
2021,7,24,14,40,2.1,1.39,15.5
2021,7,24,14,50,1.9,99,15.5
2021,7,24,15,0,2.4,99,15.5
2021,7,24,15,10,3.2,99,15.5
2021,7,24,15,20,2.6,99,15.4
2021,7,24,15,30,2.2,99,15.5
2021,7,24,15,40,2.4,1.19,15.5
2021,7,24,15,50,1.1,99,15.5
2021,7,24,16,0,2,99,15.5
2021,7,24,16,10,2.2,99,15.5
2021,7,24,16,20,2.1,99,15.5
2021,7,24,16,30,1.4,99,15.5
2021,7,24,16,40,0.6,1.28,15.5
2021,7,24,16,50,1.6,99,15.5
2021,7,24,17,0,2.1,99,15.5
2021,7,24,17,10,1.6,99,15.5
2021,7,24,17,20,1.2,99,15.5
2021,7,24,17,30,1.7,99,15.5
2021,7,24,17,40,1.5,1.12,15.5
2021,7,24,17,50,1.8,99,15.5
2021,7,24,18,0,2.1,99,15.5
2021,7,24,18,10,1.5,99,99
2021,7,24,18,20,1.8,99,15.6
2021,7,24,18,30,1.8,99,15.6
2021,7,24,18,40,2.2,1.13,15.6
2021,7,24,18,50,2.3,99,15.6
2021,7,24,19,0,2.9,99,15.6
2021,7,24,19,10,3.2,99,15.6
2021,7,24,19,20,2.4,99,15.6
2021,7,24,19,30,2.4,99,15.7
2021,7,24,19,40,2.2,1.21,15.7
2021,7,24,19,50,1.7,99,15.7
2021,7,24,20,0,2,99,15.7
2021,7,24,20,10,2.4,99,15.7
2021,7,24,20,20,2.2,99,15.6
2021,7,24,20,30,2.4,99,15.7
2021,7,24,20,40,2.6,1.2,15.7
2021,7,24,20,50,2,99,15.7
2021,7,24,21,0,2.1,99,15.8
2021,7,24,21,10,1.7,99,15.8
2021,7,24,21,20,2.1,99,15.8
2021,7,24,21,30,2.3,99,15.8
2021,7,24,21,40,2.3,1.2,15.9
2021,7,24,21,50,2.4,99,15.9
2021,7,24,22,0,2.9,99,15.9
2021,7,24,22,10,2.6,99,15.9
2021,7,24,22,20,2.4,99,15.9
2021,7,24,22,30,2.5,99,16
2021,7,24,22,40,2.6,1.15,15.9
2021,7,24,22,50,2.3,99,15.9
2021,7,24,23,0,2,99,15.9
2021,7,24,23,10,2.2,99,15.9
2021,7,24,23,20,3,99,15.9
2021,7,24,23,30,1.9,99,15.9
2021,7,24,23,40,2.4,1.23,15.9
2021,7,24,23,50,2,99,15.9
2021,7,25,0,0,2.7,99,15.9
2021,7,25,0,10,2.2,99,15.9
2021,7,25,0,20,1.7,99,15.9
2021,7,25,0,30,2.6,99,15.9
2021,7,25,0,40,2.6,1.14,15.9
2021,7,25,0,50,2.8,99,15.9
2021,7,25,1,0,2.6,99,15.9
2021,7,25,1,10,2.8,99,15.9
2021,7,25,1,20,2.7,99,15.9
2021,7,25,1,30,2.2,99,15.9
2021,7,25,1,40,2.8,1.11,15.9
2021,7,25,1,50,2.8,99,15.9
2021,7,25,2,0,2.6,99,15.9
2021,7,25,2,10,2.3,99,15.9
2021,7,25,2,20,2.7,99,15.9
2021,7,25,2,30,2.3,99,15.9
2021,7,25,2,40,2.6,1.09,15.9
2021,7,25,2,50,2.8,99,15.9
2021,7,25,3,0,2.9,99,15.9
2021,7,25,3,10,2.3,99,15.9
2021,7,25,3,20,2.3,99,15.9
2021,7,25,3,30,2.5,99,15.9
2021,7,25,3,40,2.5,1.2,15.9
2021,7,25,3,50,1.8,99,15.9
2021,7,25,4,0,2.4,99,15.9
2021,7,25,4,10,1.5,99,15.9
2021,7,25,4,20,2.3,99,15.9
2021,7,25,4,30,2.1,99,15.9
2021,7,25,4,40,2.6,1.22,15.8
2021,7,25,4,50,2.1,99,15.8
2021,7,25,5,0,1.8,99,15.8
2021,7,25,5,10,2.1,99,15.8
2021,7,25,5,20,1.7,99,15.8
2021,7,25,5,30,1.1,99,15.8
2021,7,25,5,40,0.8,1.06,15.8
2021,7,25,5,50,1.8,99,15.8
2021,7,25,6,0,2,99,15.8
