Year,Month,Day,hr,mn,WSPD,WVHT,WTMP
2021,7,25,6,10,1.8,99,15.8
2021,7,25,6,20,1.6,99,15.8
2021,7,25,6,30,0.6,99,15.8
2021,7,25,6,40,0.3,1.22,15.8
2021,7,25,6,50,0.6,99,15.8
2021,7,25,7,0,0.6,99,15.7
2021,7,25,7,10,0.3,99,15.7
2021,7,25,7,20,0.2,99,15.7
2021,7,25,7,30,1.7,99,15.7
2021,7,25,7,40,1.7,1.24,15.7
2021,7,25,7,50,1.8,99,15.7
2021,7,25,8,0,1.1,99,15.8
2021,7,25,8,10,1,99,15.8
2021,7,25,8,20,0.7,99,15.8
2021,7,25,8,30,0.8,99,15.8
2021,7,25,8,40,0.8,1.22,15.8
2021,7,25,8,50,1.2,99,15.8
2021,7,25,9,0,1.7,99,15.8
2021,7,25,9,10,0.5,99,15.8
2021,7,25,9,20,0.3,99,15.8
2021,7,25,9,30,0.6,99,15.8
2021,7,25,9,40,1.6,1.26,15.8
2021,7,25,9,50,0.9,99,15.8
2021,7,25,10,0,0.1,99,15.8
2021,7,25,10,10,0.4,99,15.8
2021,7,25,10,20,1.1,99,15.8
2021,7,25,10,30,0.9,99,15.8
2021,7,25,10,40,1.1,1.26,15.8
2021,7,25,10,50,1.8,99,15.8
2021,7,25,11,0,1.3,99,15.8
2021,7,25,11,10,0.9,99,15.8
2021,7,25,11,20,1.1,99,15.8
2021,7,25,11,30,1.3,99,15.7
2021,7,25,11,40,0.8,1.3,15.7
2021,7,25,11,50,0.5,99,15.7
2021,7,25,12,0,0.5,99,15.7
2021,7,25,12,10,1.3,99,15.7
2021,7,25,12,20,0.5,99,15.7
2021,7,25,12,30,0.1,99,15.7
2021,7,25,12,40,0.3,1.22,15.7
2021,7,25,12,50,0.1,99,15.7
2021,7,25,13,0,0.2,99,15.7
2021,7,25,13,10,0.8,99,15.7
2021,7,25,13,20,0.3,99,15.7
2021,7,25,13,30,0.2,99,15.7
2021,7,25,13,40,0.2,1.2,15.7
2021,7,25,13,50,0.7,99,15.6
2021,7,25,14,0,0.1,99,15.6
2021,7,25,14,10,0.1,99,15.6
2021,7,25,14,20,0.8,99,15.5
2021,7,25,14,30,0.4,99,15.5
2021,7,25,14,40,0.1,1.18,15.5
2021,7,25,14,50,0.1,99,15.5
2021,7,25,15,0,0.3,99,15.5
2021,7,25,15,10,0.7,99,15.4
2021,7,25,15,20,0.7,99,15.4
2021,7,25,15,30,0.7,99,15.4
2021,7,25,15,40,1.2,1.19,15.4
2021,7,25,15,50,1.5,99,15.4
2021,7,25,16,0,1.6,99,15.4
2021,7,25,16,10,1.2,99,15.4
2021,7,25,16,20,0.2,99,15.4
2021,7,25,16,30,0.2,99,15.4
2021,7,25,16,40,0.3,1.23,15.4
2021,7,25,16,50,0.3,99,15.3
2021,7,25,17,0,0.6,99,15.3
2021,7,25,17,10,0.5,99,15.4
2021,7,25,17,20,0.8,99,15.4
2021,7,25,17,30,0.8,99,15.4
2021,7,25,17,40,0.6,1.24,15.3
2021,7,25,17,50,0.9,99,99
2021,7,25,18,0,0.6,99,15.3
2021,7,25,18,10,0.3,99,15.3
2021,7,25,18,20,0.8,99,15.3
2021,7,25,18,30,0.6,99,15.3
2021,7,25,18,40,0.1,1.21,15.3
2021,7,25,18,50,0.1,99,15.3
2021,7,25,19,0,0.5,99,15.5
2021,7,25,19,10,0.7,99,15.4
2021,7,25,19,20,0.4,99,15.4
2021,7,25,19,30,0.6,99,15.6
2021,7,25,19,40,0.9,1.17,15.7
2021,7,25,19,50,0.6,99,15.8
2021,7,25,20,0,0.7,99,15.8
2021,7,25,20,10,0.7,99,15.8
2021,7,25,20,20,1.5,99,15.8
2021,7,25,20,30,1.9,99,15.8
2021,7,25,20,40,2.4,1.22,15.9
2021,7,25,20,50,2.4,99,15.8
2021,7,25,21,0,2.2,99,15.7
2021,7,25,21,10,2.1,99,16
2021,7,25,21,20,2.3,99,16.1
2021,7,25,21,30,2.2,99,16.1
2021,7,25,21,40,2.1,1.29,16.1
2021,7,25,21,50,2.2,99,16
2021,7,25,22,0,2.5,99,16
2021,7,25,22,10,1.7,99,15.9
2021,7,25,22,20,1.5,99,15.9
2021,7,25,22,30,1.6,99,15.9
2021,7,25,22,40,1.6,1.3,16
2021,7,25,22,50,1.5,99,16
2021,7,25,23,0,1.4,99,16.1
2021,7,25,23,10,1.5,99,16.2
2021,7,25,23,20,1.5,99,16.1
2021,7,25,23,30,2.5,99,16.1
2021,7,25,23,40,2.1,1.38,16.1
2021,7,25,23,50,1.6,99,16.1
2021,7,26,0,0,1.4,99,16.1
2021,7,26,0,10,1.6,99,16.1
2021,7,26,0,20,1.6,99,16.2
2021,7,26,0,30,1.5,99,16.2
2021,7,26,0,40,1.4,1.28,16.1
2021,7,26,0,50,1.3,99,16.1
2021,7,26,1,0,1.7,99,16
2021,7,26,1,10,1.9,99,16.1
2021,7,26,1,20,1.8,99,16
2021,7,26,1,30,1.6,99,16
2021,7,26,1,40,1.2,1.35,16
2021,7,26,1,50,1.3,99,16
2021,7,26,2,0,1.6,99,15.9
2021,7,26,2,10,2,99,15.9
2021,7,26,2,20,2.1,99,15.8
2021,7,26,2,30,1.6,99,15.8
2021,7,26,2,40,1.3,1.21,15.9
2021,7,26,2,50,1.4,99,15.8
2021,7,26,3,0,1.9,99,15.8
2021,7,26,3,10,2,99,15.8
2021,7,26,3,20,2.3,99,15.8
2021,7,26,3,30,2.4,99,15.7
2021,7,26,3,40,1.6,1.29,15.8
2021,7,26,3,50,1.3,99,15.8
2021,7,26,4,0,1.6,99,15.8
2021,7,26,4,10,0.8,99,15.7
2021,7,26,4,20,1.8,99,15.7
2021,7,26,4,30,1.5,99,15.7
2021,7,26,4,40,0.7,1.37,15.7
2021,7,26,4,50,1.3,99,15.7
2021,7,26,5,0,0.6,99,15.7
2021,7,26,5,10,0.4,99,15.7
2021,7,26,5,20,0.7,99,15.6
2021,7,26,5,30,0.4,99,15.6
2021,7,26,5,40,0.5,1.39,15.7
2021,7,26,5,50,1.6,99,15.7
2021,7,26,6,0,1.3,99,15.7
2021,7,26,6,10,1.3,99,15.7
2021,7,26,6,20,0.7,99,15.7
2021,7,26,6,30,1.1,99,15.7
2021,7,26,6,40,1.3,1.51,15.7
2021,7,26,6,50,0.8,99,15.7
2021,7,26,7,0,1.7,99,15.7
2021,7,26,7,10,1.1,99,15.7
2021,7,26,7,20,2,99,15.6
2021,7,26,7,30,0.8,99,15.6
2021,7,26,7,40,1.3,1.37,15.6
2021,7,26,7,50,0.1,99,15.7
2021,7,26,8,0,0.2,99,15.7
2021,7,26,8,10,0.5,99,15.7
2021,7,26,8,20,1.8,99,15.6
2021,7,26,8,30,1,99,15.6
2021,7,26,8,40,0.9,1.32,15.6
2021,7,26,8,50,1.1,99,15.6
2021,7,26,9,0,0.8,99,15.6
2021,7,26,9,10,1.4,99,15.6
2021,7,26,9,20,0.9,99,15.6
2021,7,26,9,30,0.6,99,15.6
2021,7,26,9,40,1.2,1.53,15.6
2021,7,26,9,50,1.3,99,15.6
2021,7,26,10,0,1.1,99,15.6
2021,7,26,10,10,0.9,99,15.6
2021,7,26,10,20,0.6,99,15.6
2021,7,26,10,30,0.8,99,15.6
2021,7,26,10,40,0.2,1.37,15.6
2021,7,26,10,50,0.8,99,15.6
2021,7,26,11,0,1.8,99,15.6
2021,7,26,11,10,1.1,99,15.6
2021,7,26,11,20,0.7,99,15.6
2021,7,26,11,30,0.3,99,15.6
2021,7,26,11,40,0.9,1.37,15.6
2021,7,26,11,50,0.8,99,15.6
2021,7,26,12,0,0.5,99,15.6
2021,7,26,12,10,0,99,15.5
2021,7,26,12,20,0.4,99,15.5
2021,7,26,12,30,0.6,99,15.5
2021,7,26,12,40,0.5,1.37,99
2021,7,26,12,50,1.2,99,15.5
2021,7,26,13,0,1.3,99,15.5
2021,7,26,13,10,0.9,99,15.6
2021,7,26,13,20,1.4,99,15.6
2021,7,26,13,30,2.2,99,15.5
2021,7,26,13,40,2.1,1.35,15.5
2021,7,26,13,50,2.1,99,15.5
2021,7,26,14,0,2.3,99,15.5
2021,7,26,14,10,0.9,99,15.4
2021,7,26,14,20,0.3,99,15.5
2021,7,26,14,30,0.5,99,15.5
2021,7,26,14,40,0.6,1.22,15.5
2021,7,26,14,50,0.4,99,15.6
2021,7,26,15,0,0.5,99,15.7
2021,7,26,15,10,0.5,99,15.7
2021,7,26,15,20,0.2,99,15.7
2021,7,26,15,30,0.6,99,15.6
2021,7,26,15,40,0.6,1.42,15.7
2021,7,26,15,50,1,99,15.7
2021,7,26,16,0,0.9,99,15.7
2021,7,26,16,10,1.6,99,15.6
2021,7,26,16,20,1.2,99,15.7
2021,7,26,16,30,0.3,99,15.8
2021,7,26,16,40,1,1.36,15.8
2021,7,26,16,50,1.7,99,15.8
2021,7,26,17,0,1,99,15.7
2021,7,26,17,10,0.5,99,15.7
2021,7,26,17,20,0.6,99,15.7
2021,7,26,17,30,0.5,99,15.6
2021,7,26,17,40,0.9,1.39,15.7
2021,7,26,17,50,1.2,99,15.6
2021,7,26,18,0,1.1,99,15.6
2021,7,26,18,10,0.8,99,15.7
2021,7,26,18,20,0.3,99,15.7
2021,7,26,18,30,0.8,99,15.7
2021,7,26,18,40,0.6,1.43,15.7
2021,7,26,18,50,0.1,99,15.7
2021,7,26,19,0,0.2,99,15.7
2021,7,26,19,10,0.4,99,15.7
2021,7,26,19,20,0.3,99,15.7
2021,7,26,19,30,0.4,99,15.7
2021,7,26,19,40,1.3,1.37,15.7
2021,7,26,19,50,1.3,99,15.7
2021,7,26,20,0,0.3,99,15.7
2021,7,26,20,10,0.4,99,15.7
2021,7,26,20,20,0.1,99,15.7
2021,7,26,20,30,0.3,99,15.7
2021,7,26,20,40,0,1.46,15.7
2021,7,26,20,50,0.2,99,15.7
2021,7,26,21,0,0.5,99,15.7
2021,7,26,21,10,0.3,99,15.7
2021,7,26,21,20,0.9,99,15.6
2021,7,26,21,30,0.7,99,15.6
2021,7,26,21,40,0.4,1.51,15.6
2021,7,26,21,50,0.5,99,15.6
2021,7,26,22,0,1,99,15.8
2021,7,26,22,10,1,99,15.7
2021,7,26,22,20,0.9,99,15.8
2021,7,26,22,30,1.3,99,15.3
2021,7,26,22,40,1.4,1.39,15.7
2021,7,26,22,50,2.2,99,15.8
2021,7,26,23,0,2.1,99,15.8
2021,7,26,23,10,2.1,99,15.6
2021,7,26,23,20,1.7,99,15.9
2021,7,26,23,30,1.9,99,15.8
2021,7,26,23,40,1.9,1.35,15.9
2021,7,26,23,50,2.4,99,15.8
2021,7,27,0,0,2.4,99,15.8
2021,7,27,0,10,2.2,99,15.5
2021,7,27,0,20,2.1,99,15.4
2021,7,27,0,30,3.2,99,15.5
2021,7,27,0,40,3.3,1.3,15.5
2021,7,27,0,50,3,99,15.5
2021,7,27,1,0,2.1,99,15.4
2021,7,27,1,10,2.4,99,15.5
2021,7,27,1,20,2.6,99,15.5
2021,7,27,1,30,2.6,99,15.5
2021,7,27,1,40,2.7,1.3,15.8
2021,7,27,1,50,2.4,99,16
2021,7,27,2,0,2.5,99,16.1
2021,7,27,2,10,3.3,99,16
2021,7,27,2,20,3.5,99,15.9
2021,7,27,2,30,3.7,99,15.7
2021,7,27,2,40,3.7,1.33,15.7
2021,7,27,2,50,3.5,99,15.5
2021,7,27,3,0,3,99,15.5
2021,7,27,3,10,2.8,99,15.6
2021,7,27,3,20,3,99,15.7
2021,7,27,3,30,3,99,15.5
2021,7,27,3,40,2.9,1.41,15.5
2021,7,27,3,50,3.1,99,15.5
2021,7,27,4,0,2.8,99,15.6
2021,7,27,4,10,2.6,99,15.7
2021,7,27,4,20,2.7,99,15.7
2021,7,27,4,30,2.3,99,15.8
2021,7,27,4,40,1.9,1.33,15.8
2021,7,27,4,50,2.4,99,15.8
2021,7,27,5,0,2.4,99,15.8
2021,7,27,5,10,1.8,99,15.8
2021,7,27,5,20,1.7,99,15.8
2021,7,27,5,30,1.6,99,15.8
2021,7,27,5,40,1.8,1.45,15.8
2021,7,27,5,50,1.7,99,15.8
2021,7,27,6,0,1.8,99,15.8
2021,7,27,6,10,1.6,99,15.8
2021,7,27,6,20,1.3,99,15.8
2021,7,27,6,30,1.2,99,15.7
2021,7,27,6,40,1.4,1.34,15.7
2021,7,27,6,50,1.3,99,15.7
2021,7,27,7,0,1,99,15.7
2021,7,27,7,10,0.8,99,15.7
2021,7,27,7,20,1,99,15.6
2021,7,27,7,30,0.8,99,15.5
2021,7,27,7,40,0.8,1.38,15.5
2021,7,27,7,50,1,99,15.6
2021,7,27,8,0,1.6,99,15.6
2021,7,27,8,10,1.7,99,15.7
2021,7,27,8,20,1.9,99,15.8
2021,7,27,8,30,1.7,99,15.9
2021,7,27,8,40,1.7,1.38,15.9
2021,7,27,8,50,1.7,99,15.8
2021,7,27,9,0,1.6,99,15.7
2021,7,27,9,10,1.4,99,15.7
2021,7,27,9,20,1.3,99,15.8
2021,7,27,9,30,1.1,99,15.8
2021,7,27,9,40,0.4,1.35,15.9
2021,7,27,9,50,0.1,99,15.8
2021,7,27,10,0,0.2,99,15.9
2021,7,27,10,10,0.8,99,15.9
2021,7,27,10,20,1,99,15.9
2021,7,27,10,30,0.9,99,15.9
2021,7,27,10,40,0.8,1.38,15.9
2021,7,27,10,50,0.5,99,15.8
2021,7,27,11,0,0.3,99,15.8
2021,7,27,11,10,0.3,99,15.8
2021,7,27,11,20,0.1,99,15.8
2021,7,27,11,30,0,99,15.8
2021,7,27,11,40,0,1.41,15.8
2021,7,27,11,50,0,99,15.8
2021,7,27,12,0,0.4,99,15.8
2021,7,27,12,10,0.4,99,15.8
2021,7,27,12,20,0.2,99,15.8
2021,7,27,12,30,0,99,15.8
2021,7,27,12,40,0,1.27,15.8
2021,7,27,12,50,0,99,15.8
2021,7,27,13,0,0,99,15.7
2021,7,27,13,10,0,99,15.7
2021,7,27,13,20,0.1,99,15.7
2021,7,27,13,30,0.2,99,15.7
2021,7,27,13,40,0.9,1.22,15.6
2021,7,27,13,50,0.4,99,15.6
2021,7,27,14,0,0.9,99,15.6
2021,7,27,14,10,0.8,99,15.5
2021,7,27,14,20,0.5,99,15.6
2021,7,27,14,30,1.1,99,15.5
2021,7,27,14,40,1.5,1.23,15.5
2021,7,27,14,50,1.1,99,15.5
2021,7,27,15,0,0.9,99,15.5
2021,7,27,15,10,1.1,99,15.5
2021,7,27,15,20,0.6,99,15.5
2021,7,27,15,30,0.9,99,15.5
2021,7,27,15,40,0.7,1.31,15.5
2021,7,27,15,50,0.7,99,15.5
2021,7,27,16,0,0.5,99,15.5
2021,7,27,16,10,0.7,99,15.5
2021,7,27,16,20,0.8,99,15.5
2021,7,27,16,30,0.5,99,15.5
2021,7,27,16,40,0.4,1.34,15.5
2021,7,27,16,50,0.7,99,15.5
2021,7,27,17,0,1.1,99,15.5
2021,7,27,17,10,0.9,99,15.4
2021,7,27,17,20,0.7,99,15.4
2021,7,27,17,30,0.8,99,15.5
2021,7,27,17,40,0.9,1.3,15.5
2021,7,27,17,50,0.7,99,15.5
2021,7,27,18,0,1.5,99,15.5
2021,7,27,18,10,0.8,99,15.5
2021,7,27,18,20,0.5,99,15.4
2021,7,27,18,30,0.7,99,15.5
2021,7,27,18,40,0.5,1.28,15.5
2021,7,27,18,50,0.3,99,15.5
2021,7,27,19,0,0.2,99,15.5
2021,7,27,19,10,0.9,99,15.5
2021,7,27,19,20,1,99,15.6
2021,7,27,19,30,1.1,99,15.6
2021,7,27,19,40,1.4,1.25,15.5
2021,7,27,19,50,2,99,15.5
2021,7,27,20,0,2.1,99,15.6
2021,7,27,20,10,2.2,99,15.7
2021,7,27,20,20,2.1,99,16
2021,7,27,20,30,2.3,99,16.1
2021,7,27,20,40,1.7,1.34,16.2
2021,7,27,20,50,2.6,99,16.3
2021,7,27,21,0,2.7,99,16.4
2021,7,27,21,10,2.7,99,16.3
2021,7,27,21,20,3.2,99,16.2
2021,7,27,21,30,3,99,16.5
2021,7,27,21,40,3.3,1.23,16.2
2021,7,27,21,50,3.3,99,16.2
2021,7,27,22,0,3.1,99,16.2
2021,7,27,22,10,3.2,99,16.2
2021,7,27,22,20,2.9,99,16.2
2021,7,27,22,30,2.5,99,16.1
2021,7,27,22,40,2.4,1.28,16.1
2021,7,27,22,50,3.2,99,16.2
2021,7,27,23,0,3.2,99,16.2
2021,7,27,23,10,3,99,16.1
2021,7,27,23,20,3,99,16.1
2021,7,27,23,30,3,99,16.1
2021,7,27,23,40,3,1.21,16.1
2021,7,27,23,50,2.8,99,16.2
2021,7,28,0,0,2.9,99,16.1
2021,7,28,0,10,2.4,99,16
2021,7,28,0,20,1.8,99,16.3
2021,7,28,0,30,2,99,16.3
2021,7,28,0,40,2,1.17,16.3
2021,7,28,0,50,1.8,99,16.4
2021,7,28,1,0,2.2,99,16.4
2021,7,28,1,10,2.2,99,16.4
2021,7,28,1,20,2.7,99,16.3
2021,7,28,1,30,3,99,16.3
2021,7,28,1,40,3.4,1.1,16.3
2021,7,28,1,50,2.8,99,16.3
2021,7,28,2,0,2.6,99,16.2
2021,7,28,2,10,3,99,16.2
2021,7,28,2,20,3,99,16.2
2021,7,28,2,30,3.4,99,16.1
2021,7,28,2,40,3.4,1.07,16
2021,7,28,2,50,3.4,99,16
2021,7,28,3,0,4.1,99,15.9
2021,7,28,3,10,3.7,99,15.9
2021,7,28,3,20,3.6,99,15.9
2021,7,28,3,30,4.1,99,15.9
2021,7,28,3,40,4,1.05,15.9
2021,7,28,3,50,4.1,99,15.9
2021,7,28,4,0,3.8,99,15.9
2021,7,28,4,10,4.1,99,16
2021,7,28,4,20,3.6,99,16
2021,7,28,4,30,3.9,99,16
2021,7,28,4,40,4.1,1.17,16.1
2021,7,28,4,50,4.1,99,16.1
2021,7,28,5,0,4.2,99,16.1
2021,7,28,5,10,4,99,16.3
2021,7,28,5,20,5.1,99,16.3
2021,7,28,5,30,4.7,99,16.4
2021,7,28,5,40,4.8,1.16,16.4
2021,7,28,5,50,4.6,99,16.4
2021,7,28,6,0,4.3,99,16.4
2021,7,28,6,10,5,99,16.4
2021,7,28,6,20,5,99,16.4
2021,7,28,6,30,4.4,99,16.4
2021,7,28,6,40,4.8,1.09,16.4
2021,7,28,6,50,4.5,99,16.4
2021,7,28,7,0,4.8,99,16.4
2021,7,28,7,10,4.6,99,16.4
2021,7,28,7,20,4.4,99,16.4
2021,7,28,7,30,4.5,99,16.4
2021,7,28,7,40,4.2,1.14,16.3
2021,7,28,7,50,4,99,16.3
2021,7,28,8,0,4.5,99,16.3
2021,7,28,8,10,4.5,99,16.3
2021,7,28,8,20,4.3,99,16.3
2021,7,28,8,30,3.9,99,16.3
2021,7,28,8,40,4.1,1.12,16.3
2021,7,28,8,50,4.2,99,16.3
2021,7,28,9,0,4.3,99,16.3
2021,7,28,9,10,4.1,99,16.3
2021,7,28,9,20,4.1,99,16.3
2021,7,28,9,30,4.4,99,16.3
2021,7,28,9,40,4.5,1.16,99
2021,7,28,9,50,4.4,99,16.2
2021,7,28,10,0,4.1,99,16.2
2021,7,28,10,10,3.7,99,16.2
2021,7,28,10,20,4,99,16.2
2021,7,28,10,30,4.1,99,16.2
2021,7,28,10,40,4.1,1.12,16.2
2021,7,28,10,50,4,99,16.2
2021,7,28,11,0,4.5,99,16.2
2021,7,28,11,10,4.3,99,16.1
2021,7,28,11,20,4.2,99,16.1
2021,7,28,11,30,4.3,99,16.1
2021,7,28,11,40,4.6,1.06,16.1
2021,7,28,11,50,4,99,16.1
2021,7,28,12,0,4,99,16.1
2021,7,28,12,10,4.6,99,16.1
2021,7,28,12,20,4.4,99,16.1
2021,7,28,12,30,4.4,99,16.1
2021,7,28,12,40,4.3,1.1,16.1
2021,7,28,12,50,4.6,99,16.1
2021,7,28,13,0,4.3,99,16.1
2021,7,28,13,10,4.9,99,16.1
2021,7,28,13,20,4.2,99,16.1
2021,7,28,13,30,4.7,99,16.1
2021,7,28,13,40,4.8,1.09,16.1
2021,7,28,13,50,4.4,99,16.1
2021,7,28,14,0,4.5,99,16.1
2021,7,28,14,10,4.6,99,16.1
2021,7,28,14,20,4.8,99,16.1
2021,7,28,14,30,4.8,99,16.1
2021,7,28,14,40,4.9,1.04,16.1
2021,7,28,14,50,5,99,16.1
2021,7,28,15,0,4.8,99,16
2021,7,28,15,10,4.9,99,16
2021,7,28,15,20,4.8,99,16
2021,7,28,15,30,4.9,99,16
2021,7,28,15,40,4.7,1.16,16
2021,7,28,15,50,4.5,99,16
2021,7,28,16,0,4.4,99,16
2021,7,28,16,10,4.3,99,16
2021,7,28,16,20,4.3,99,16
2021,7,28,16,30,4.3,99,16.1
2021,7,28,16,40,4.3,1.09,16.1
2021,7,28,16,50,4.7,99,16.1
2021,7,28,17,0,4.4,99,16.1
2021,7,28,17,10,4.6,99,16.1
2021,7,28,17,20,4.5,99,16.1
2021,7,28,17,30,4.3,99,16.1
2021,7,28,17,40,4,1.08,16.1
2021,7,28,17,50,4.6,99,16.1
2021,7,28,18,0,4.3,99,16.1
2021,7,28,18,10,4.6,99,16.1
2021,7,28,18,20,4.8,99,16.1
2021,7,28,18,30,4.5,99,16.2
2021,7,28,18,40,5,1.09,16.2
2021,7,28,18,50,4.6,99,16.2
2021,7,28,19,0,4.8,99,16.2
2021,7,28,19,10,4.6,99,16.2
2021,7,28,19,20,4.3,99,16.2
2021,7,28,19,30,4.6,99,16.3
2021,7,28,19,40,4.9,1.03,16.3
2021,7,28,19,50,4.6,99,16.3
2021,7,28,20,0,4.5,99,16.3
2021,7,28,20,10,4.7,99,16.3
2021,7,28,20,20,4.4,99,16.3
2021,7,28,20,30,5,99,16.3
2021,7,28,20,40,4.9,1.01,16.4
2021,7,28,20,50,4.8,99,16.4
2021,7,28,21,0,4.9,99,16.4
2021,7,28,21,10,4.8,99,16.4
2021,7,28,21,20,4.7,99,16.4
2021,7,28,21,30,4.8,99,16.4
2021,7,28,21,40,5,1.09,16.4
2021,7,28,21,50,5.5,99,16.4
2021,7,28,22,0,5.4,99,16.4
2021,7,28,22,10,5.2,99,16.4
2021,7,28,22,20,5.5,99,16.4
2021,7,28,22,30,5.6,99,16.4
2021,7,28,22,40,5.5,1.02,16.3
2021,7,28,22,50,5.5,99,16.3
2021,7,28,23,0,5.5,99,16.3
2021,7,28,23,10,5.7,99,16.4
2021,7,28,23,20,5.8,99,16.4
2021,7,28,23,30,5.8,99,16.4
2021,7,28,23,40,6.2,1.08,16.4
2021,7,28,23,50,5.8,99,16.4
2021,7,29,0,0,6.1,99,16.4
2021,7,29,0,10,5.9,99,16.4
2021,7,29,0,20,6,99,16.4
2021,7,29,0,30,6.1,99,16.3
2021,7,29,0,40,5.8,1.12,16.3
2021,7,29,0,50,6.3,99,16.3
2021,7,29,1,0,6.6,99,16.3
2021,7,29,1,10,6.1,99,16.3
2021,7,29,1,20,5.9,99,16.3
2021,7,29,1,30,6.1,99,16.3
2021,7,29,1,40,5.8,1.14,16.3
2021,7,29,1,50,6.3,99,16.3
2021,7,29,2,0,6.2,99,16.2
2021,7,29,2,10,6.2,99,16.2
2021,7,29,2,20,6.5,99,16.2
2021,7,29,2,30,6.1,99,16.2
2021,7,29,2,40,5.9,1.14,16.2
2021,7,29,2,50,5.7,99,16.2
2021,7,29,3,0,5.7,99,16.2
2021,7,29,3,10,5.9,99,16.2
2021,7,29,3,20,5.7,99,16.2
2021,7,29,3,30,5.9,99,16.2
2021,7,29,3,40,6.1,1.06,16.2
2021,7,29,3,50,5.9,99,16.2
2021,7,29,4,0,6.3,99,16.2
2021,7,29,4,10,6.3,99,16.2
2021,7,29,4,20,6.1,99,16.2
2021,7,29,4,30,6.5,99,16.2
2021,7,29,4,40,6.2,1.11,16.2
2021,7,29,4,50,6,99,16.2
2021,7,29,5,0,5.8,99,16.2
2021,7,29,5,10,5.9,99,16.2
2021,7,29,5,20,5.7,99,16.2
2021,7,29,5,30,5.5,99,16.2
2021,7,29,5,40,5.6,1.18,16.2
2021,7,29,5,50,5.2,99,16.2
2021,7,29,6,0,5.6,99,16.2
2021,7,29,6,10,5.2,99,16.2
2021,7,29,6,20,5.3,99,16.2
2021,7,29,6,30,5.4,99,16.2
2021,7,29,6,40,5.5,1,16.2
2021,7,29,6,50,5.7,99,16.2
2021,7,29,7,0,6,99,16.2
2021,7,29,7,10,5.8,99,16.2
2021,7,29,7,20,5.6,99,16.3
2021,7,29,7,30,5.7,99,16.3
2021,7,29,7,40,5.8,1.02,16.3
2021,7,29,7,50,5.6,99,16.2
2021,7,29,8,0,5.5,99,16.2
2021,7,29,8,10,5.8,99,16.2
2021,7,29,8,20,5.7,99,16.2
2021,7,29,8,30,5.2,99,16.2
2021,7,29,8,40,5.6,0.99,16.2
2021,7,29,8,50,5.2,99,16.2
2021,7,29,9,0,5.1,99,16.1
2021,7,29,9,10,5.5,99,16.1
2021,7,29,9,20,5.5,99,16.2
2021,7,29,9,30,5.4,99,16.2
2021,7,29,9,40,5.3,1.04,16.2
2021,7,29,9,50,5.9,99,16.2
2021,7,29,10,0,5.5,99,16.2
2021,7,29,10,10,5.4,99,16.1
2021,7,29,10,20,5.5,99,16.1
2021,7,29,10,30,5.5,99,16.1
2021,7,29,10,40,5.4,1,16.1
2021,7,29,10,50,5.4,99,16.1
2021,7,29,11,0,5.6,99,16.1
2021,7,29,11,10,5.5,99,16.1
2021,7,29,11,20,5.5,99,16.1
2021,7,29,11,30,5.6,99,16.1
2021,7,29,11,40,5.5,1.08,16.1
2021,7,29,11,50,5,99,16.1
2021,7,29,12,0,5.2,99,16.1
2021,7,29,12,10,5.8,99,16.1
2021,7,29,12,20,5.3,99,16.1
2021,7,29,12,30,5.6,99,16.1
2021,7,29,12,40,5.3,0.99,16
2021,7,29,12,50,5.3,99,16
2021,7,29,13,0,5.8,99,16
2021,7,29,13,10,5.5,99,16
2021,7,29,13,20,5.1,99,16
2021,7,29,13,30,5,99,16
2021,7,29,13,40,4.8,1.03,16
2021,7,29,13,50,5,99,16
2021,7,29,14,0,5.1,99,16
2021,7,29,14,10,5.2,99,16
2021,7,29,14,20,5,99,16
2021,7,29,14,30,4.7,99,16
2021,7,29,14,40,5,1.01,16
2021,7,29,14,50,5.1,99,16
2021,7,29,15,0,5.6,99,16
2021,7,29,15,10,5.1,99,16
2021,7,29,15,20,4.8,99,16
2021,7,29,15,30,4.9,99,16
2021,7,29,15,40,4.9,0.99,16
2021,7,29,15,50,4.9,99,16
2021,7,29,16,0,5,99,16
2021,7,29,16,10,4.5,99,16
2021,7,29,16,20,4.9,99,16
2021,7,29,16,30,4.3,99,16
2021,7,29,16,40,4.4,0.98,16
2021,7,29,16,50,4.2,99,16
2021,7,29,17,0,4.5,99,16
2021,7,29,17,10,4.5,99,16
2021,7,29,17,20,4.3,99,16
2021,7,29,17,30,4.1,99,16
2021,7,29,17,40,4.3,0.94,16
2021,7,29,17,50,4.6,99,16
2021,7,29,18,0,4.5,99,16
2021,7,29,18,10,4.7,99,16
2021,7,29,18,20,4.6,99,16
2021,7,29,18,30,4.8,99,16
2021,7,29,18,40,4.7,0.93,16.1
2021,7,29,18,50,5,99,16.1
2021,7,29,19,0,4.6,99,16.1
2021,7,29,19,10,4.8,99,16.1
2021,7,29,19,20,4.7,99,16.1
2021,7,29,19,30,4.4,99,16.1
2021,7,29,19,40,4.9,0.9,16.1
2021,7,29,19,50,4.4,99,16.1
2021,7,29,20,0,4.6,99,16.1
2021,7,29,20,10,5.1,99,16.1
2021,7,29,20,20,5.3,99,16.1
2021,7,29,20,30,5.2,99,16.2
2021,7,29,20,40,5,0.93,16.2
2021,7,29,20,50,4.8,99,16.2
2021,7,29,21,0,5.5,99,16.2
2021,7,29,21,10,5.5,99,16.2
