"site","sensor_number","date_time","date","time","temp_durafet_c","p_h","tide","temp_c","tide_height","temp_hobo_c"
"Alegria",4,2021-06-18 17:30:00,"06/18/2021","17:30:00",16.71799658,8.128708015,"high",17.4055555555556,4.535357,NA
"Alegria",4,2021-06-18 17:45:00,"06/18/2021","17:45:00",16.75925382,8.117599412,"high",17.4555555555556,4.568892,NA
"Alegria",4,2021-06-18 18:00:00,"06/18/2021","18:00:00",16.75228379,8.103962868,"high",17.4277777777778,4.578848,NA
"Alegria",4,2021-06-18 18:15:00,"06/18/2021","18:15:00",16.70852696,8.09951562,"high",17.3277777777778,4.565068,NA
"Alegria",4,2021-06-18 18:30:00,"06/18/2021","18:30:00",16.66710802,8.098661184,"high",17.2944444444444,4.527926,NA
"Alegria",4,2021-06-18 18:45:00,"06/18/2021","18:45:00",16.59456319,8.090376904,"high",17.2111111111111,4.468197,NA
"Alegria",4,2021-06-18 19:00:00,"06/18/2021","19:00:00",16.55951532,8.095407772,"high",17.1888888888889,4.387088,NA
"Alegria",4,2021-06-18 19:15:00,"06/18/2021","19:15:00",16.5543518,8.099711845,"high",17.2111111111111,4.286085,NA
"Alegria",4,2021-06-18 19:30:00,"06/18/2021","19:30:00",16.56294463,8.094904348,"high",17.2222222222222,4.167101,NA
"Alegria",4,2021-06-18 19:45:00,"06/18/2021","19:45:00",16.55940002,8.08713954,"high",17.2222222222222,4.031899,NA
"Alegria",4,2021-06-18 20:00:00,"06/18/2021","20:00:00",16.56759637,8.079252756,"high",17.2333333333333,3.882853,NA
"Alegria",4,2021-06-18 20:15:00,"06/18/2021","20:15:00",16.55321215,8.07015914,"high",17.2,3.722409,NA
"Alegria",4,2021-06-18 20:30:00,"06/18/2021","20:30:00",16.52627076,8.063148708,"high",17.1555555555556,3.553354,NA
"Alegria",4,2021-06-18 20:45:00,"06/18/2021","20:45:00",16.47736717,8.056238666,"high",17.1055555555556,3.378022,NA
"Alegria",4,2021-06-18 21:00:00,"06/18/2021","21:00:00",16.44169328,8.053151177,"high",17.0611111111111,3.199376,NA
"Alegria",4,2021-06-18 21:15:00,"06/18/2021","21:15:00",16.42591734,8.04697534,"high",17.0611111111111,3.020221,NA
"Alegria",4,2021-06-18 21:30:00,"06/18/2021","21:30:00",16.39483061,8.04590258,"high",17.0277777777778,2.843538,NA
"Alegria",4,2021-06-18 21:45:00,"06/18/2021","21:45:00",16.34832302,8.037320359,"high",16.9777777777778,2.671656,NA
"Alegria",4,2021-06-18 22:00:00,"06/18/2021","22:00:00",16.29930605,8.030946473,"high",16.9111111111111,2.507393,NA
"Alegria",4,2021-06-18 22:15:00,"06/18/2021","22:15:00",16.21300373,8.029910856,"high",16.8055555555556,2.353217,NA
"Alegria",4,2021-06-18 22:30:00,"06/18/2021","22:30:00",16.16592527,8.023568834,"high",16.7722222222222,2.21156,NA
"Alegria",4,2021-06-18 22:45:00,"06/18/2021","22:45:00",16.09840984,8.02168411,"high",16.7055555555556,2.084162,NA
"Alegria",4,2021-06-18 23:00:00,"06/18/2021","23:00:00",16.04899909,8.017213316,"high",16.6722222222222,1.972987,NA
"Alegria",4,2021-06-18 23:15:00,"06/18/2021","23:15:00",16.00165926,8.011644636,"high",16.5888888888889,1.879545,NA
"Alegria",4,2021-06-18 23:30:00,"06/18/2021","23:30:00",15.95664998,8.009320897,"high",16.5666666666667,1.805108,NA
"Alegria",4,2021-06-18 23:45:00,"06/18/2021","23:45:00",15.91878764,8.00872443,"high",16.5333333333333,1.750377,NA
"Alegria",4,2021-06-19 00:00:00,"06/19/2021","00:00:00",15.88407464,8.000618902,"high",16.4944444444444,1.715968,NA
"Alegria",4,2021-06-19 00:15:00,"06/19/2021","00:15:00",15.8201715,7.994010655,"high",16.4166666666667,1.702048,NA
"Alegria",4,2021-06-19 00:30:00,"06/19/2021","00:30:00",15.75248302,7.991735449,"high",16.3555555555556,1.708269,NA
"Alegria",4,2021-06-19 00:45:00,"06/19/2021","00:45:00",15.6765403,7.988115766,"high",16.2666666666667,1.73379,NA
"Alegria",4,2021-06-19 01:00:00,"06/19/2021","01:00:00",15.57536751,7.985345332,"high",16.15,1.777815,NA
"Alegria",4,2021-06-19 01:15:00,"06/19/2021","01:15:00",15.49473608,7.983395093,"high",16.0444444444444,1.839086,NA
"Alegria",4,2021-06-19 01:30:00,"06/19/2021","01:30:00",15.44284166,7.979591011,"high",16.0444444444444,1.916283,NA
"Alegria",4,2021-06-19 01:45:00,"06/19/2021","01:45:00",15.41526992,7.971619613,"high",16.0333333333333,2.007512,NA
"Alegria",4,2021-06-19 02:00:00,"06/19/2021","02:00:00",15.34933714,7.97605668,"high",15.9444444444444,2.111013,NA
"Alegria",4,2021-06-19 02:15:00,"06/19/2021","02:15:00",15.34896923,7.964368661,"high",15.9888888888889,2.224386,NA
"Alegria",4,2021-06-19 02:30:00,"06/19/2021","02:30:00",15.27334156,7.969299847,"high",15.8722222222222,2.345544,NA
"Alegria",4,2021-06-19 02:45:00,"06/19/2021","02:45:00",15.28944399,7.957961771,"high",15.9444444444444,2.471749,NA
"Alegria",4,2021-06-19 03:00:00,"06/19/2021","03:00:00",15.240646,7.949875657,"high",15.8833333333333,2.600725,NA
"Alegria",4,2021-06-19 03:15:00,"06/19/2021","03:15:00",15.09302086,7.967711775,"high",15.7,2.729584,NA
"Alegria",4,2021-06-19 03:30:00,"06/19/2021","03:30:00",15.0526345,7.95541067,"high",15.6333333333333,2.856011,NA
"Alegria",4,2021-06-19 03:45:00,"06/19/2021","03:45:00",15.08447546,7.94342911,"high",15.7222222222222,2.977169,NA
"Alegria",4,2021-06-19 04:00:00,"06/19/2021","04:00:00",15.04275119,7.944271294,"high",15.6777777777778,3.090738,NA
"Alegria",4,2021-06-19 04:15:00,"06/19/2021","04:15:00",14.98987274,7.959101398,"high",15.6222222222222,3.194494,NA
"Alegria",4,2021-06-19 04:30:00,"06/19/2021","04:30:00",14.97361266,7.951787997,"high",15.6222222222222,3.286041,NA
"Alegria",4,2021-06-19 04:45:00,"06/19/2021","04:45:00",14.98293231,7.950022686,"high",15.6333333333333,3.363625,NA
"Alegria",4,2021-06-19 05:00:00,"06/19/2021","05:00:00",15.0107,7.93694716,"high",15.6777777777778,3.425361,NA
"Alegria",4,2021-06-19 05:15:00,"06/19/2021","05:15:00",15.05450015,7.911767988,"high",15.7333333333333,3.469943,NA
"Alegria",4,2021-06-19 05:30:00,"06/19/2021","05:30:00",14.98306467,7.931581617,"high",15.6444444444444,3.496133,NA
"Alegria",4,2021-06-19 05:45:00,"06/19/2021","05:45:00",14.98598646,7.917056309,"high",15.6444444444444,3.503162,NA
"Alegria",4,2021-06-19 06:00:00,"06/19/2021","06:00:00",14.94273273,7.92908283,"high",15.5611111111111,3.490232,NA
"Alegria",4,2021-06-19 06:15:00,"06/19/2021","06:15:00",14.9415403,7.916780152,"high",15.5722222222222,3.457028,NA
"Alegria",4,2021-06-19 06:30:00,"06/19/2021","06:30:00",14.90062057,7.922722591,"high",15.55,3.403773,NA
"Alegria",4,2021-06-19 06:45:00,"06/19/2021","06:45:00",14.90167934,7.916040309,"high",15.55,3.331048,NA
"Alegria",4,2021-06-19 07:00:00,"06/19/2021","07:00:00",14.89059951,7.916969103,"high",15.55,3.239795,NA
"Alegria",4,2021-06-19 07:15:00,"06/19/2021","07:15:00",14.85941287,7.933931165,"high",15.5055555555556,3.131295,NA
"Alegria",4,2021-06-19 07:30:00,"06/19/2021","07:30:00",14.8524775,7.940776229,"high",15.4944444444444,3.007152,NA
"Alegria",4,2021-06-19 07:45:00,"06/19/2021","07:45:00",14.86962207,7.945010306,"high",15.5388888888889,2.869268,NA
"Alegria",4,2021-06-19 08:00:00,"06/19/2021","08:00:00",14.88266732,7.959002668,"high",15.55,2.719809,NA
"Alegria",4,2021-06-19 08:15:00,"06/19/2021","08:15:00",14.89775631,7.980985663,"high",15.5611111111111,2.561177,NA
"Alegria",4,2021-06-19 08:30:00,"06/19/2021","08:30:00",14.93394499,7.989180376,"high",15.6111111111111,2.395963,NA
"Alegria",4,2021-06-19 08:45:00,"06/19/2021","08:45:00",14.97091745,7.998561444,"high",15.6555555555556,2.226913,NA
"Alegria",4,2021-06-19 09:00:00,"06/19/2021","09:00:00",15.01402672,8.013394124,"high",15.7111111111111,2.056879,NA
"Alegria",4,2021-06-19 09:15:00,"06/19/2021","09:15:00",15.08390913,8.034115673,"high",15.8055555555556,1.888773,NA
"Alegria",4,2021-06-19 09:30:00,"06/19/2021","09:30:00",15.15802041,8.047070801,"high",15.8944444444444,1.725521,NA
"Alegria",4,2021-06-19 09:45:00,"06/19/2021","09:45:00",15.21297381,8.061714939,"high",15.9222222222222,1.570016,NA
"Alegria",4,2021-06-19 10:00:00,"06/19/2021","10:00:00",15.30965914,8.07703762,"high",16.0444444444444,1.425065,NA
"Alegria",4,2021-06-19 10:30:00,"06/19/2021","10:30:00",15.51433288,8.144932374,"high",16.2555555555556,1.177383,NA
"Alegria",4,2021-06-19 10:45:00,"06/19/2021","10:45:00",15.57145153,8.157593845,"high",16.3111111111111,1.079457,NA
"Alegria",4,2021-06-19 11:00:00,"06/19/2021","11:00:00",15.61214657,8.161358251,"high",16.3444444444444,1.001616,NA
"Alegria",4,2021-06-19 11:15:00,"06/19/2021","11:15:00",15.71228119,8.195805638,"high",16.45,0.945615,NA
"Alegria",4,2021-06-19 11:30:00,"06/19/2021","11:30:00",15.84119971,8.19629901,"high",16.6,0.912894,NA
"Alegria",4,2021-06-19 11:45:00,"06/19/2021","11:45:00",15.89777563,8.211842616,"high",16.6444444444444,0.904546,NA
"Alegria",4,2021-06-19 12:00:00,"06/19/2021","12:00:00",16.02111181,8.249411168,"high",16.8166666666667,0.920961,NA
"Alegria",4,2021-06-19 12:15:00,"06/19/2021","12:15:00",16.05938658,8.218578634,"high",16.8055555555556,0.962344,NA
"Alegria",4,2021-06-19 12:30:00,"06/19/2021","12:30:00",16.11607517,8.234492398,"high",16.8666666666667,1.028669,NA
"Alegria",4,2021-06-19 12:45:00,"06/19/2021","12:45:00",16.14359124,8.214484136,"high",16.8666666666667,1.119428,NA
"Alegria",4,2021-06-19 13:00:00,"06/19/2021","13:00:00",16.11831243,8.190765621,"high",16.7833333333333,1.23406,NA
"Alegria",4,2021-06-19 13:15:00,"06/19/2021","13:15:00",16.13007161,8.181201086,"high",16.8055555555556,1.371351,NA
"Alegria",4,2021-06-19 13:30:00,"06/19/2021","13:30:00",16.13635515,8.167241899,"high",16.8055555555556,1.529639,NA
"Alegria",4,2021-06-19 13:45:00,"06/19/2021","13:45:00",16.20053163,8.154556829,"high",16.9222222222222,1.707475,NA
"Alegria",4,2021-06-19 14:00:00,"06/19/2021","14:00:00",16.11409671,8.145705243,"high",16.7944444444444,1.902585,NA
"Alegria",4,2021-06-19 14:15:00,"06/19/2021","14:15:00",16.03721763,8.160604749,"high",16.6555555555556,2.112342,NA
"Alegria",4,2021-06-19 14:30:00,"06/19/2021","14:30:00",16.07392955,8.164833318,"high",16.7388888888889,2.334589,NA
"Alegria",4,2021-06-19 14:45:00,"06/19/2021","14:45:00",16.00861108,8.150372935,"high",16.6444444444444,2.566264,NA
"Alegria",4,2021-06-19 15:00:00,"06/19/2021","15:00:00",16.03725701,8.148543736,"high",16.6833333333333,2.804097,NA
"Alegria",4,2021-06-19 15:15:00,"06/19/2021","15:15:00",16.01792435,8.159721579,"high",16.6833333333333,3.045493,NA
"Alegria",4,2021-06-19 15:30:00,"06/19/2021","15:30:00",16.05716087,8.139679677,"high",16.75,3.286985,NA
"Alegria",4,2021-06-19 15:45:00,"06/19/2021","15:45:00",16.06497678,8.148727783,"high",16.7277777777778,3.525068,NA
"Alegria",4,2021-06-19 16:00:00,"06/19/2021","16:00:00",16.04382371,8.162947128,"high",16.7055555555556,3.75705,NA
"Alegria",4,2021-06-19 16:15:00,"06/19/2021","16:15:00",16.05357832,8.154199934,"high",16.6944444444444,3.979254,NA
"Alegria",4,2021-06-19 16:30:00,"06/19/2021","16:30:00",16.05008155,8.185462611,"high",16.6833333333333,4.189119,NA
"Alegria",4,2021-06-19 16:45:00,"06/19/2021","16:45:00",16.01962045,8.188106404,"high",16.6444444444444,4.383483,NA
"Alegria",4,2021-06-19 17:00:00,"06/19/2021","17:00:00",16.11119746,8.139390868,"high",16.8055555555556,4.559445,NA
"Alegria",4,2021-06-19 17:15:00,"06/19/2021","17:15:00",16.13058708,8.147405933,"high",16.8166666666667,4.714922,NA
"Alegria",4,2021-06-19 17:30:00,"06/19/2021","17:30:00",16.24519313,8.116991108,"high",16.9444444444444,4.847503,NA
"Alegria",4,2021-06-19 17:45:00,"06/19/2021","17:45:00",16.2594872,8.123961536,"high",16.9444444444444,4.955183,NA
"Alegria",4,2021-06-19 18:00:00,"06/19/2021","18:00:00",16.35293096,8.098115307,"high",17.0388888888889,5.036641,NA
"Alegria",4,2021-06-19 18:15:00,"06/19/2021","18:15:00",16.40280276,8.085484364,"high",17.1055555555556,5.090541,NA
"Alegria",4,2021-06-19 18:30:00,"06/19/2021","18:30:00",16.47048912,8.083522449,"high",17.1666666666667,5.116049,NA
"Alegria",4,2021-06-19 18:45:00,"06/19/2021","18:45:00",16.53092713,8.071986604,"high",17.2444444444444,5.112697,NA
"Alegria",4,2021-06-19 19:00:00,"06/19/2021","19:00:00",16.55484877,8.069081186,"high",17.2222222222222,5.079984,NA
"Alegria",4,2021-06-19 19:15:00,"06/19/2021","19:15:00",16.56895129,8.061860331,"high",17.2222222222222,5.018341,NA
"Alegria",4,2021-06-19 19:30:00,"06/19/2021","19:30:00",16.57403818,8.057746513,"high",17.2444444444444,4.928444,NA
"Alegria",4,2021-06-19 19:45:00,"06/19/2021","19:45:00",16.57042913,8.050245238,"high",17.2222222222222,4.81171,NA
"Alegria",4,2021-06-19 20:00:00,"06/19/2021","20:00:00",16.5572698,8.044621018,"high",17.2,4.669662,NA
"Alegria",4,2021-06-19 20:15:00,"06/19/2021","20:15:00",16.51514566,8.042164906,"high",17.1555555555556,4.504075,NA
"Alegria",4,2021-06-19 20:30:00,"06/19/2021","20:30:00",16.47197539,8.034067279,"high",17.1055555555556,4.31763,NA
"Alegria",4,2021-06-19 20:45:00,"06/19/2021","20:45:00",16.42344197,8.02819913,"high",17.0388888888889,4.112534,NA
"Alegria",4,2021-06-19 21:00:00,"06/19/2021","21:00:00",16.38752486,8.023563029,"high",17.0277777777778,3.892123,NA
"Alegria",4,2021-06-19 21:15:00,"06/19/2021","21:15:00",16.35301505,8.019579089,"high",16.9777777777778,3.659019,NA
"Alegria",4,2021-06-19 21:30:00,"06/19/2021","21:30:00",16.3192029,8.015958222,"high",16.9555555555556,3.41702,NA
"Alegria",4,2021-06-19 21:45:00,"06/19/2021","21:45:00",16.24525206,8.029220304,"high",16.8555555555556,3.169,NA
"Alegria",4,2021-06-19 22:00:00,"06/19/2021","22:00:00",16.22749207,8.016117005,"high",16.8888888888889,2.918989,NA
"Alegria",4,2021-06-19 22:15:00,"06/19/2021","22:15:00",16.15819412,8.02076934,"high",16.7611111111111,2.66994,NA
"Alegria",4,2021-06-19 22:30:00,"06/19/2021","22:30:00",16.17043847,8.002211889,"high",16.7944444444444,2.425868,NA
"Alegria",4,2021-06-19 22:45:00,"06/19/2021","22:45:00",16.07294866,8.01625616,"high",16.6944444444444,2.189875,NA
"Alegria",4,2021-06-19 23:00:00,"06/19/2021","23:00:00",16.0766061,8.000174078,"high",16.7166666666667,1.964953,NA
"Alegria",4,2021-06-19 23:15:00,"06/19/2021","23:15:00",16.042602,7.994200945,"high",16.6444444444444,1.754646,NA
"Alegria",4,2021-06-19 23:30:00,"06/19/2021","23:30:00",16.00731279,7.989199522,"high",16.6333333333333,1.561301,NA
"Alegria",4,2021-06-19 23:45:00,"06/19/2021","23:45:00",15.99908139,7.974671658,"high",16.6333333333333,1.387871,NA
"Alegria",4,2021-06-20 00:00:00,"06/20/2021","00:00:00",15.99374238,7.969273331,"high",16.6222222222222,1.236175,NA
"Alegria",4,2021-06-20 00:15:00,"06/20/2021","00:15:00",16.00007686,7.955359761,"high",16.6666666666667,1.108395,NA
"Alegria",4,2021-06-20 00:30:00,"06/20/2021","00:30:00",16.00670276,7.948929468,"high",16.6722222222222,1.005707,NA
"Alegria",4,2021-06-20 00:45:00,"06/20/2021","00:45:00",15.98186992,7.936480893,"high",16.6222222222222,0.929386,NA
"Alegria",4,2021-06-20 02:00:00,"06/20/2021","02:00:00",15.9724019,7.909647223,"high",16.6,0.946346,NA
"Alegria",4,2021-06-20 02:15:00,"06/20/2021","02:15:00",15.98671184,7.908384052,"high",16.6333333333333,1.024012,NA
"Alegria",4,2021-06-20 02:30:00,"06/20/2021","02:30:00",15.9815769,7.906864818,"high",16.6222222222222,1.122887,NA
"Alegria",4,2021-06-20 02:45:00,"06/20/2021","02:45:00",15.97875802,7.899153007,"high",16.6333333333333,1.241071,NA
"Alegria",4,2021-06-20 03:00:00,"06/20/2021","03:00:00",15.98878491,7.900880567,"high",16.6444444444444,1.376051,NA
"Alegria",4,2021-06-20 03:15:00,"06/20/2021","03:15:00",15.99856876,7.898444664,"high",16.6666666666667,1.52516,NA
"Alegria",4,2021-06-20 03:30:00,"06/20/2021","03:30:00",15.98772951,7.907728676,"high",16.6333333333333,1.685526,NA
"Alegria",4,2021-06-20 03:45:00,"06/20/2021","03:45:00",15.97730988,7.903586486,"high",16.6333333333333,1.85393,NA
"Alegria",4,2021-06-20 04:00:00,"06/20/2021","04:00:00",15.96944248,7.908531338,"high",16.6222222222222,2.027613,NA
"Alegria",4,2021-06-20 04:15:00,"06/20/2021","04:15:00",15.96200877,7.891767757,"high",16.6111111111111,2.203203,NA
"Alegria",4,2021-06-20 04:30:00,"06/20/2021","04:30:00",15.94429843,7.899191541,"high",16.5777777777778,2.377509,NA
"Alegria",4,2021-06-20 04:45:00,"06/20/2021","04:45:00",15.91902052,7.900624003,"high",16.5555555555556,2.547394,NA
"Alegria",4,2021-06-20 05:00:00,"06/20/2021","05:00:00",15.90415007,7.892448112,"high",16.5444444444444,2.70965,NA
"Alegria",4,2021-06-20 05:15:00,"06/20/2021","05:15:00",15.77440701,7.95578484,"high",16.3833333333333,2.861767,NA
"Alegria",4,2021-06-20 05:30:00,"06/20/2021","05:30:00",15.76455975,7.94804348,"high",16.4055555555556,3.000888,NA
"Alegria",4,2021-06-20 05:45:00,"06/20/2021","05:45:00",15.71358605,7.957983348,"high",16.3222222222222,3.124592,NA
"Alegria",4,2021-06-20 06:00:00,"06/20/2021","06:00:00",15.66539485,7.972147596,"high",16.2777777777778,3.230748,NA
"Alegria",4,2021-06-20 06:15:00,"06/20/2021","06:15:00",15.60743308,7.98839201,"high",16.2333333333333,3.317462,NA
"Alegria",4,2021-06-20 06:30:00,"06/20/2021","06:30:00",15.59580359,7.976879265,"high",16.2111111111111,3.38348,NA
"Alegria",4,2021-06-20 06:45:00,"06/20/2021","06:45:00",15.57002421,7.987007871,"high",16.2055555555556,3.427623,NA
"Alegria",4,2021-06-20 07:00:00,"06/20/2021","07:00:00",15.58254252,7.975972093,"high",16.2333333333333,3.449217,NA
"Alegria",4,2021-06-20 07:15:00,"06/20/2021","07:15:00",15.56740499,7.98512388,"high",16.2111111111111,3.447912,NA
"Alegria",4,2021-06-20 07:30:00,"06/20/2021","07:30:00",15.55778029,7.999207542,"high",16.2333333333333,3.423484,NA
"Alegria",4,2021-06-20 07:45:00,"06/20/2021","07:45:00",15.52753789,8.010333026,"high",16.1611111111111,3.376407,NA
"Alegria",4,2021-06-20 08:00:00,"06/20/2021","08:00:00",15.50455484,8.019800511,"high",16.1388888888889,3.307788,NA
"Alegria",4,2021-06-20 08:15:00,"06/20/2021","08:15:00",15.5052287,8.025536402,"high",16.1611111111111,3.218889,NA
"Alegria",4,2021-06-20 08:30:00,"06/20/2021","08:30:00",15.50543654,8.039986342,"high",16.1611111111111,3.111692,NA
"Alegria",4,2021-06-20 08:45:00,"06/20/2021","08:45:00",15.50196019,8.039303475,"high",16.1722222222222,2.988101,NA
"Alegria",4,2021-06-20 09:00:00,"06/20/2021","09:00:00",15.50243891,8.051941897,"high",16.1611111111111,2.85084,NA
"Alegria",4,2021-06-20 09:15:00,"06/20/2021","09:15:00",15.49222622,8.057069412,"high",16.1611111111111,2.702329,NA
"Alegria",4,2021-06-20 09:30:00,"06/20/2021","09:30:00",15.47714265,8.050801991,"high",16.1388888888889,2.545668,NA
