"site","sensor_number","date_time","date","time","temp_durafet_c","p_h","tide","temp_c","tide_height","temp_hobo_c"
"Alegria",4,2021-07-26 11:15:00,"07/26/2021","11:15:00",15.61989709,8.079477842,"high",16.3222222222222,3.437742,NA
"Alegria",4,2021-07-26 11:30:00,"07/26/2021","11:30:00",15.66222193,8.08379944,"high",16.3611111111111,3.643526,NA
"Alegria",4,2021-07-26 11:45:00,"07/26/2021","11:45:00",15.70463736,8.102167319,"high",16.3944444444444,3.82201,NA
"Alegria",4,2021-07-26 12:00:00,"07/26/2021","12:00:00",15.75459538,8.114967572,"high",16.4611111111111,3.970892,NA
"Alegria",4,2021-07-26 12:15:00,"07/26/2021","12:15:00",15.80660667,8.123838398,"high",16.5333333333333,4.089014,NA
"Alegria",4,2021-07-26 12:30:00,"07/26/2021","12:30:00",15.8605548,8.134972156,"high",16.5555555555556,4.175625,NA
"Alegria",4,2021-07-26 12:45:00,"07/26/2021","12:45:00",15.91816343,8.14943326,"high",16.6555555555556,4.230252,NA
"Alegria",4,2021-07-26 13:00:00,"07/26/2021","13:00:00",15.98407588,8.155793962,"high",16.6833333333333,4.253289,NA
"Alegria",4,2021-07-26 13:15:00,"07/26/2021","13:15:00",16.02193516,8.148819994,"high",16.7388888888889,4.245293,NA
"Alegria",4,2021-07-26 13:30:00,"07/26/2021","13:30:00",16.06607588,8.163438026,"high",16.7611111111111,4.207152,NA
"Alegria",4,2021-07-26 13:45:00,"07/26/2021","13:45:00",16.09047921,8.146111486,"high",16.7944444444444,4.140735,NA
"Alegria",4,2021-07-26 14:00:00,"07/26/2021","14:00:00",16.09873307,8.14080509,"high",16.7722222222222,4.048415,NA
"Alegria",4,2021-07-26 14:15:00,"07/26/2021","14:15:00",16.13335297,8.119690891,"high",16.8333333333333,3.932991,NA
"Alegria",4,2021-07-26 14:30:00,"07/26/2021","14:30:00",16.13783395,8.131037563,"high",16.8055555555556,3.797642,NA
"Alegria",4,2021-07-26 14:45:00,"07/26/2021","14:45:00",16.08347982,8.119419371,"high",16.7277777777778,3.645863,NA
"Alegria",4,2021-07-26 15:00:00,"07/26/2021","15:00:00",16.01034709,8.109211215,"high",16.6333333333333,3.481402,NA
"Alegria",4,2021-07-26 15:15:00,"07/26/2021","15:15:00",15.98841763,8.111032628,"high",16.6333333333333,3.308196,NA
"Alegria",4,2021-07-26 15:30:00,"07/26/2021","15:30:00",15.97977051,8.11077028,"high",16.6222222222222,3.130491,NA
"Alegria",4,2021-07-26 15:45:00,"07/26/2021","15:45:00",16.01536242,8.123330122,"high",16.6722222222222,2.951985,NA
"Alegria",4,2021-07-26 16:00:00,"07/26/2021","16:00:00",16.08798331,8.136393795,"high",16.7833333333333,2.776938,NA
"Alegria",4,2021-07-26 16:15:00,"07/26/2021","16:15:00",16.16066679,8.141535564,"high",16.8888888888889,2.609317,NA
"Alegria",4,2021-07-26 16:30:00,"07/26/2021","16:30:00",16.22456631,8.148504072,"high",16.9222222222222,2.452919,NA
"Alegria",4,2021-07-26 16:45:00,"07/26/2021","16:45:00",16.26703868,8.15801585,"high",16.9944444444444,2.311309,NA
"Alegria",4,2021-07-26 17:00:00,"07/26/2021","17:00:00",16.30690903,8.164841657,"high",17.0055555555556,2.187756,NA
"Alegria",4,2021-07-26 17:15:00,"07/26/2021","17:15:00",16.33143754,8.158890453,"high",17.0277777777778,2.085178,NA
"Alegria",4,2021-07-26 17:30:00,"07/26/2021","17:30:00",16.32562516,8.15048962,"high",16.9833333333333,2.006093,NA
"Alegria",4,2021-07-26 17:45:00,"07/26/2021","17:45:00",16.32473484,8.138908467,"high",16.9666666666667,1.952574,NA
"Alegria",4,2021-07-26 18:00:00,"07/26/2021","18:00:00",16.30872588,8.134426885,"high",16.9666666666667,1.926219,NA
"Alegria",4,2021-07-26 18:15:00,"07/26/2021","18:15:00",16.29504162,8.126593587,"high",16.9333333333333,1.92801,NA
"Alegria",4,2021-07-26 18:30:00,"07/26/2021","18:30:00",16.28453599,8.124717097,"high",16.9444444444444,1.957994,NA
"Alegria",4,2021-07-26 18:45:00,"07/26/2021","18:45:00",16.27884294,8.128890389,"high",16.9222222222222,2.016142,NA
"Alegria",4,2021-07-26 19:00:00,"07/26/2021","19:00:00",16.25747449,8.116778677,"high",16.8888888888889,2.101986,NA
"Alegria",4,2021-07-26 19:15:00,"07/26/2021","19:15:00",16.2264991,8.100767123,"high",16.8555555555556,2.214558,NA
"Alegria",4,2021-07-26 19:30:00,"07/26/2021","19:30:00",16.19736171,8.093664721,"high",16.8166666666667,2.352402,NA
"Alegria",4,2021-07-26 19:45:00,"07/26/2021","19:45:00",16.12461604,8.086275553,"high",16.7277777777778,2.513603,NA
"Alegria",4,2021-07-26 20:00:00,"07/26/2021","20:00:00",16.141974,8.089048108,"high",16.7833333333333,2.695815,NA
"Alegria",4,2021-07-26 20:15:00,"07/26/2021","20:15:00",16.14151365,8.087138358,"high",16.7833333333333,2.896298,NA
"Alegria",4,2021-07-26 20:30:00,"07/26/2021","20:30:00",16.09964505,8.087871824,"high",16.7388888888889,3.111963,NA
"Alegria",4,2021-07-26 20:45:00,"07/26/2021","20:45:00",16.10361712,8.086228043,"high",16.7611111111111,3.339421,NA
"Alegria",4,2021-07-26 21:00:00,"07/26/2021","21:00:00",16.05728492,8.089299026,"high",16.6833333333333,3.575304,NA
"Alegria",4,2021-07-26 21:15:00,"07/26/2021","21:15:00",16.07902194,8.079403459,"high",16.7277777777778,3.815261,NA
"Alegria",4,2021-07-26 21:30:00,"07/26/2021","21:30:00",16.04971524,8.073529484,"high",16.6833333333333,4.055602,NA
"Alegria",4,2021-07-26 21:45:00,"07/26/2021","21:45:00",16.06275143,8.064079561,"high",16.7388888888889,4.292317,NA
"Alegria",4,2021-07-26 22:00:00,"07/26/2021","22:00:00",16.03496895,8.059955662,"high",16.6666666666667,4.521394,NA
"Alegria",4,2021-07-26 22:15:00,"07/26/2021","22:15:00",15.97421626,8.057387078,"high",16.5888888888889,4.738889,NA
"Alegria",4,2021-07-26 22:30:00,"07/26/2021","22:30:00",15.93161133,8.050733395,"high",16.5666666666667,4.940985,NA
"Alegria",4,2021-07-26 22:45:00,"07/26/2021","22:45:00",15.8046889,8.038157396,"high",16.4055555555556,5.124055,NA
"Alegria",4,2021-07-26 23:00:00,"07/26/2021","23:00:00",15.80557541,8.036004629,"high",16.4277777777778,5.284723,NA
"Alegria",4,2021-07-26 23:15:00,"07/26/2021","23:15:00",15.79517031,8.034118532,"high",16.4277777777778,5.419912,NA
"Alegria",4,2021-07-26 23:30:00,"07/26/2021","23:30:00",15.68145708,8.032688401,"high",16.2777777777778,5.526903,NA
"Alegria",4,2021-07-26 23:45:00,"07/26/2021","23:45:00",15.7396879,8.0229517,"high",16.4055555555556,5.603374,NA
"Alegria",4,2021-07-27 00:00:00,"07/27/2021","00:00:00",15.67024467,8.022964333,"high",16.2777777777778,5.647438,NA
"Alegria",4,2021-07-27 00:15:00,"07/27/2021","00:15:00",15.61116754,8.02031018,"high",16.2111111111111,5.657666,NA
"Alegria",4,2021-07-27 00:30:00,"07/27/2021","00:30:00",15.61277632,8.017400531,"high",16.2555555555556,5.632616,NA
"Alegria",4,2021-07-27 00:45:00,"07/27/2021","00:45:00",15.57735839,8.0104307,"high",16.1833333333333,5.57171,NA
"Alegria",4,2021-07-27 01:00:00,"07/27/2021","01:00:00",15.5325691,8.005762412,"high",16.15,5.475068,NA
"Alegria",4,2021-07-27 01:15:00,"07/27/2021","01:15:00",15.54968747,7.999889275,"high",16.1833333333333,5.343193,NA
"Alegria",4,2021-07-27 01:30:00,"07/27/2021","01:30:00",15.47242838,8.005395937,"high",16.0833333333333,5.177584,NA
"Alegria",4,2021-07-27 01:45:00,"07/27/2021","01:45:00",15.36520354,8.002762322,"high",15.9444444444444,4.979844,NA
"Alegria",4,2021-07-27 02:00:00,"07/27/2021","02:00:00",15.4014628,8.004614121,"high",16.0444444444444,4.751932,NA
"Alegria",4,2021-07-27 02:15:00,"07/27/2021","02:15:00",15.39811135,8.000262097,"high",16.0722222222222,4.497045,NA
"Alegria",4,2021-07-27 02:30:00,"07/27/2021","02:30:00",15.39615869,8.002935613,"high",16.05,4.218065,NA
"Alegria",4,2021-07-27 02:45:00,"07/27/2021","02:45:00",15.38798953,7.997532134,"high",16.0444444444444,3.918492,NA
"Alegria",4,2021-07-27 03:00:00,"07/27/2021","03:00:00",15.31330809,8.001135557,"high",15.9111111111111,3.601794,NA
"Alegria",4,2021-07-27 03:15:00,"07/27/2021","03:15:00",15.27740819,8.001503094,"high",15.9,3.272771,NA
"Alegria",4,2021-07-27 03:30:00,"07/27/2021","03:30:00",15.27349135,7.996985464,"high",15.9222222222222,2.935389,NA
"Alegria",4,2021-07-27 03:45:00,"07/27/2021","03:45:00",15.26890423,7.992580117,"high",15.9111111111111,2.593717,NA
"Alegria",4,2021-07-27 04:00:00,"07/27/2021","04:00:00",15.25769179,7.992161932,"high",15.9111111111111,2.253038,NA
"Alegria",4,2021-07-27 04:15:00,"07/27/2021","04:15:00",15.26070134,7.990584631,"high",15.9,1.917505,NA
"Alegria",4,2021-07-27 04:30:00,"07/27/2021","04:30:00",15.25472212,7.978949522,"high",15.9111111111111,1.591229,NA
"Alegria",4,2021-07-27 04:45:00,"07/27/2021","04:45:00",15.252607,7.96788808,"high",15.9,1.279268,NA
"Alegria",4,2021-07-27 05:00:00,"07/27/2021","05:00:00",15.25452071,7.955327274,"high",15.9,0.985389,NA
"Alegria",4,2021-07-27 09:30:00,"07/27/2021","09:30:00",15.49141847,8.141055396,"high",16.1944444444444,1.048919,NA
"Alegria",4,2021-07-27 09:45:00,"07/27/2021","09:45:00",15.55023355,8.14246677,"high",16.3,1.312813,NA
"Alegria",4,2021-07-27 10:00:00,"07/27/2021","10:00:00",15.62324104,8.147556901,"high",16.3611111111111,1.585799,NA
"Alegria",4,2021-07-27 10:15:00,"07/27/2021","10:15:00",15.71129744,8.138517508,"high",16.4388888888889,1.863152,NA
"Alegria",4,2021-07-27 10:30:00,"07/27/2021","10:30:00",15.69670755,8.118662758,"high",16.3833333333333,2.141366,NA
"Alegria",4,2021-07-27 10:45:00,"07/27/2021","10:45:00",15.66039327,8.109143679,"high",16.3,2.415759,NA
"Alegria",4,2021-07-27 11:00:00,"07/27/2021","11:00:00",15.68756887,8.121149943,"high",16.3833333333333,2.683004,NA
"Alegria",4,2021-07-27 11:15:00,"07/27/2021","11:15:00",15.70410841,8.12750069,"high",16.3833333333333,2.938754,NA
"Alegria",4,2021-07-27 11:30:00,"07/27/2021","11:30:00",15.71413316,8.125913674,"high",16.4055555555556,3.17981,NA
"Alegria",4,2021-07-27 11:45:00,"07/27/2021","11:45:00",15.75466208,8.132057721,"high",16.45,3.403204,NA
"Alegria",4,2021-07-27 12:00:00,"07/27/2021","12:00:00",15.80545337,8.14186157,"high",16.5055555555556,3.605573,NA
"Alegria",4,2021-07-27 12:15:00,"07/27/2021","12:15:00",15.86105498,8.15577861,"high",16.6222222222222,3.784888,NA
"Alegria",4,2021-07-27 12:30:00,"07/27/2021","12:30:00",15.92326792,8.157349386,"high",16.6555555555556,3.938696,NA
"Alegria",4,2021-07-27 12:45:00,"07/27/2021","12:45:00",15.98284933,8.153044737,"high",16.7166666666667,4.065734,NA
"Alegria",4,2021-07-27 13:00:00,"07/27/2021","13:00:00",16.09679197,8.156606819,"high",16.8666666666667,4.164586,NA
"Alegria",4,2021-07-27 13:15:00,"07/27/2021","13:15:00",16.21761772,8.159217205,"high",16.9833333333333,4.234762,NA
"Alegria",4,2021-07-27 13:30:00,"07/27/2021","13:30:00",16.3105658,8.154307792,"high",17.0611111111111,4.276132,NA
"Alegria",4,2021-07-27 13:45:00,"07/27/2021","13:45:00",16.37083179,8.170475493,"high",17.1277777777778,4.288928,NA
"Alegria",4,2021-07-27 14:00:00,"07/27/2021","14:00:00",16.42803657,8.141762703,"high",17.1666666666667,4.273662,NA
"Alegria",4,2021-07-27 14:15:00,"07/27/2021","14:15:00",16.50028784,8.147859058,"high",17.2222222222222,4.231298,NA
"Alegria",4,2021-07-27 14:30:00,"07/27/2021","14:30:00",16.66680441,8.13563635,"high",17.4555555555556,4.163586,NA
"Alegria",4,2021-07-27 14:45:00,"07/27/2021","14:45:00",16.7804968,8.138075914,"high",17.5666666666667,4.072799,NA
"Alegria",4,2021-07-27 15:00:00,"07/27/2021","15:00:00",16.88819731,8.137498861,"high",17.65,3.961267,NA
"Alegria",4,2021-07-27 15:15:00,"07/27/2021","15:15:00",16.95146421,8.145665647,"high",17.6833333333333,3.831932,NA
"Alegria",4,2021-07-27 15:30:00,"07/27/2021","15:30:00",16.96716229,8.143103073,"high",17.6722222222222,3.687919,NA
"Alegria",4,2021-07-27 15:45:00,"07/27/2021","15:45:00",16.97167781,8.141601824,"high",17.6833333333333,3.53274,NA
"Alegria",4,2021-07-27 16:00:00,"07/27/2021","16:00:00",16.87188146,8.132411587,"high",17.4777777777778,3.36954,NA
"Alegria",4,2021-07-27 16:15:00,"07/27/2021","16:15:00",16.92040786,8.135489014,"high",17.6055555555556,3.202066,NA
"Alegria",4,2021-07-27 16:30:00,"07/27/2021","16:30:00",17.04372223,8.136314923,"high",17.7888888888889,3.034113,NA
"Alegria",4,2021-07-27 16:45:00,"07/27/2021","16:45:00",17.14286661,8.145555006,"high",17.9,2.868879,NA
"Alegria",4,2021-07-27 17:00:00,"07/27/2021","17:00:00",17.1839177,8.145387371,"high",17.9,2.71003,NA
"Alegria",4,2021-07-27 17:15:00,"07/27/2021","17:15:00",17.14577972,8.127411762,"high",17.8,2.560889,NA
"Alegria",4,2021-07-27 17:30:00,"07/27/2021","17:30:00",17.16055713,8.130476643,"high",17.8333333333333,2.424708,NA
"Alegria",4,2021-07-27 17:45:00,"07/27/2021","17:45:00",17.16678714,8.126934891,"high",17.8555555555556,2.304032,NA
"Alegria",4,2021-07-27 18:00:00,"07/27/2021","18:00:00",17.23643889,8.12578969,"high",17.9722222222222,2.201553,NA
"Alegria",4,2021-07-27 18:15:00,"07/27/2021","18:15:00",17.24730951,8.124294452,"high",17.9388888888889,2.119533,NA
"Alegria",4,2021-07-27 18:30:00,"07/27/2021","18:30:00",17.28917219,8.11551548,"high",17.9944444444444,2.059582,NA
"Alegria",4,2021-07-27 18:45:00,"07/27/2021","18:45:00",17.30421509,8.112832576,"high",17.9722222222222,2.02318,NA
"Alegria",4,2021-07-27 19:00:00,"07/27/2021","19:00:00",17.29902236,8.107105522,"high",17.9611111111111,2.011262,NA
"Alegria",4,2021-07-27 19:15:00,"07/27/2021","19:15:00",17.28041548,8.099308202,"high",17.9166666666667,2.023977,NA
"Alegria",4,2021-07-27 19:30:00,"07/27/2021","19:30:00",17.25574536,8.093430526,"high",17.8888888888889,2.061086,NA
"Alegria",4,2021-07-27 19:45:00,"07/27/2021","19:45:00",17.2099281,8.087724523,"high",17.8333333333333,2.122177,NA
"Alegria",4,2021-07-27 20:00:00,"07/27/2021","20:00:00",17.16667688,8.079841383,"high",17.7777777777778,2.206412,NA
"Alegria",4,2021-07-27 20:15:00,"07/27/2021","20:15:00",17.12013623,8.083832919,"high",17.7166666666667,2.312536,NA
"Alegria",4,2021-07-27 20:30:00,"07/27/2021","20:30:00",17.07021057,8.082914532,"high",17.6722222222222,2.438904,NA
"Alegria",4,2021-07-27 20:45:00,"07/27/2021","20:45:00",17.0127956,8.074191256,"high",17.6277777777778,2.583505,NA
"Alegria",4,2021-07-27 21:00:00,"07/27/2021","21:00:00",16.91661776,8.076576223,"high",17.4888888888889,2.743999,NA
"Alegria",4,2021-07-27 21:15:00,"07/27/2021","21:15:00",16.85097923,8.068538063,"high",17.4388888888889,2.917749,NA
"Alegria",4,2021-07-27 21:30:00,"07/27/2021","21:30:00",16.72804032,8.071474228,"high",17.2944444444444,3.101873,NA
"Alegria",4,2021-07-27 21:45:00,"07/27/2021","21:45:00",16.65801285,8.068280402,"high",17.2333333333333,3.293283,NA
"Alegria",4,2021-07-27 22:00:00,"07/27/2021","22:00:00",16.59622506,8.066504971,"high",17.1555555555556,3.48874,NA
"Alegria",4,2021-07-27 22:15:00,"07/27/2021","22:15:00",16.53723266,8.063081277,"high",17.1277777777778,3.684904,NA
"Alegria",4,2021-07-27 22:30:00,"07/27/2021","22:30:00",16.45054505,8.060117268,"high",17.0277777777778,3.87839,NA
"Alegria",4,2021-07-27 22:45:00,"07/27/2021","22:45:00",16.47033379,8.043919942,"high",17.1166666666667,4.065818,NA
"Alegria",4,2021-07-27 23:00:00,"07/27/2021","23:00:00",16.42985432,8.042702161,"high",17.0277777777778,4.243873,NA
"Alegria",4,2021-07-27 23:15:00,"07/27/2021","23:15:00",16.35690291,8.050891506,"high",16.9777777777778,4.409355,NA
"Alegria",4,2021-07-27 23:30:00,"07/27/2021","23:30:00",16.33984384,8.042421358,"high",16.9555555555556,4.55923,NA
"Alegria",4,2021-07-27 23:45:00,"07/27/2021","23:45:00",16.33586165,8.034206327,"high",16.9833333333333,4.690682,NA
"Alegria",4,2021-07-28 00:00:00,"07/28/2021","00:00:00",16.33726038,8.025508335,"high",16.9833333333333,4.801153,NA
"Alegria",4,2021-07-28 00:15:00,"07/28/2021","00:15:00",16.29937537,8.031715359,"high",16.9222222222222,4.888308,NA
"Alegria",4,2021-07-28 00:30:00,"07/28/2021","00:30:00",16.21551959,8.040814979,"high",16.8055555555556,4.95043,NA
"Alegria",4,2021-07-28 00:45:00,"07/28/2021","00:45:00",16.21518165,8.027112101,"high",16.8555555555556,4.985864,NA
"Alegria",4,2021-07-28 01:00:00,"07/28/2021","01:00:00",16.17953113,8.03294732,"high",16.7944444444444,4.993453,NA
"Alegria",4,2021-07-28 01:15:00,"07/28/2021","01:15:00",16.15091128,8.029097285,"high",16.7833333333333,4.972034,NA
"Alegria",4,2021-07-28 01:30:00,"07/28/2021","01:30:00",16.13939644,8.022094386,"high",16.7611111111111,4.921181,NA
"Alegria",4,2021-07-28 01:45:00,"07/28/2021","01:45:00",16.08375369,8.029737348,"high",16.7055555555556,4.840935,NA
"Alegria",4,2021-07-28 02:00:00,"07/28/2021","02:00:00",16.01826433,8.042125201,"high",16.6333333333333,4.732081,NA
"Alegria",4,2021-07-28 02:15:00,"07/28/2021","02:15:00",16.00128899,8.031613879,"high",16.6333333333333,4.595603,NA
"Alegria",4,2021-07-28 02:30:00,"07/28/2021","02:30:00",15.96583282,8.02839504,"high",16.5888888888889,4.432795,NA
"Alegria",4,2021-07-28 02:45:00,"07/28/2021","02:45:00",15.91506806,8.030891775,"high",16.5111111111111,4.245923,NA
"Alegria",4,2021-07-28 03:00:00,"07/28/2021","03:00:00",15.84623722,8.044850907,"high",16.4277777777778,4.036864,NA
"Alegria",4,2021-07-28 03:15:00,"07/28/2021","03:15:00",15.7700893,8.045998762,"high",16.3611111111111,3.808723,NA
"Alegria",4,2021-07-28 03:30:00,"07/28/2021","03:30:00",15.70130094,8.048556459,"high",16.2666666666667,3.564231,NA
"Alegria",4,2021-07-28 03:45:00,"07/28/2021","03:45:00",15.64027771,8.056016473,"high",16.2444444444444,3.306313,NA
"Alegria",4,2021-07-28 04:00:00,"07/28/2021","04:00:00",15.59365758,8.05282094,"high",16.2055555555556,3.03898,NA
"Alegria",4,2021-07-28 04:15:00,"07/28/2021","04:15:00",15.55845954,8.048340602,"high",16.1722222222222,2.765251,NA
"Alegria",4,2021-07-28 04:30:00,"07/28/2021","04:30:00",15.54014266,8.046068568,"high",16.15,2.489447,NA
"Alegria",4,2021-07-28 04:45:00,"07/28/2021","04:45:00",15.53752751,8.050257031,"high",16.2055555555556,2.215037,NA
"Alegria",4,2021-07-28 05:00:00,"07/28/2021","05:00:00",15.54296066,8.041727588,"high",16.1944444444444,1.945491,NA
"Alegria",4,2021-07-28 05:15:00,"07/28/2021","05:15:00",15.53061338,8.030615362,"high",16.1611111111111,1.685108,NA
"Alegria",4,2021-07-28 05:30:00,"07/28/2021","05:30:00",15.52671697,8.021555709,"high",16.1944444444444,1.437169,NA
"Alegria",4,2021-07-28 05:45:00,"07/28/2021","05:45:00",15.50748605,8.012176384,"high",16.1388888888889,1.204836,NA
"Alegria",4,2021-07-28 06:00:00,"07/28/2021","06:00:00",15.48435228,7.998162968,"high",16.1166666666667,0.991803,NA
"Alegria",4,2021-07-28 09:30:00,"07/28/2021","09:30:00",15.65893432,8.194610041,"high",16.3944444444444,0.912784,NA
"Alegria",4,2021-07-28 09:45:00,"07/28/2021","09:45:00",15.75001724,8.213013469,"high",16.5222222222222,1.106131,NA
"Alegria",4,2021-07-28 10:00:00,"07/28/2021","10:00:00",15.85218449,8.240155723,"high",16.6555555555556,1.315703,NA
"Alegria",4,2021-07-28 10:15:00,"07/28/2021","10:15:00",15.81179211,8.170454974,"high",16.4833333333333,1.538789,NA
"Alegria",4,2021-07-28 10:30:00,"07/28/2021","10:30:00",15.80231033,8.156959759,"high",16.4944444444444,1.771558,NA
"Alegria",4,2021-07-28 10:45:00,"07/28/2021","10:45:00",15.87527275,8.155592896,"high",16.6333333333333,2.011082,NA
"Alegria",4,2021-07-28 11:00:00,"07/28/2021","11:00:00",16.0004349,8.172268718,"high",16.8166666666667,2.253335,NA
"Alegria",4,2021-07-28 11:15:00,"07/28/2021","11:15:00",16.16671322,8.192467179,"high",16.9944444444444,2.495361,NA
"Alegria",4,2021-07-28 11:30:00,"07/28/2021","11:30:00",16.23356179,8.195045817,"high",17.0055555555556,2.733186,NA
"Alegria",4,2021-07-28 11:45:00,"07/28/2021","11:45:00",16.39698701,8.207562548,"high",17.2111111111111,2.964014,NA
"Alegria",4,2021-07-28 12:00:00,"07/28/2021","12:00:00",16.46450382,8.226048619,"high",17.2111111111111,3.18417,NA
"Alegria",4,2021-07-28 12:15:00,"07/28/2021","12:15:00",16.48887259,8.233672679,"high",17.2333333333333,3.391189,NA
"Alegria",4,2021-07-28 12:30:00,"07/28/2021","12:30:00",16.58295387,8.235730115,"high",17.3611111111111,3.581914,NA
"Alegria",4,2021-07-28 12:45:00,"07/28/2021","12:45:00",16.69877682,8.26426584,"high",17.5,3.754365,NA
"Alegria",4,2021-07-28 13:00:00,"07/28/2021","13:00:00",16.82911603,8.282660317,"high",17.6388888888889,3.906085,NA
"Alegria",4,2021-07-28 13:15:00,"07/28/2021","13:15:00",16.96549664,8.290086904,"high",17.7555555555556,4.035694,NA
"Alegria",4,2021-07-28 13:30:00,"07/28/2021","13:30:00",17.11591579,8.29028437,"high",17.95,4.141571,NA
"Alegria",4,2021-07-28 13:45:00,"07/28/2021","13:45:00",17.2625031,8.2856338,"high",18.0888888888889,4.223014,NA
"Alegria",4,2021-07-28 14:00:00,"07/28/2021","14:00:00",17.39699415,8.296594825,"high",18.2111111111111,4.279315,NA
"Alegria",4,2021-07-28 14:15:00,"07/28/2021","14:15:00",17.56992375,8.284375096,"high",18.4,4.31048,NA
"Alegria",4,2021-07-28 14:30:00,"07/28/2021","14:30:00",17.71262586,8.285687657,"high",18.5388888888889,4.31671,NA
"Alegria",4,2021-07-28 14:45:00,"07/28/2021","14:45:00",17.85318055,8.270125943,"high",18.6722222222222,4.298367,NA
"Alegria",4,2021-07-28 15:00:00,"07/28/2021","15:00:00",18.02304182,8.256643256,"high",18.8722222222222,4.256352,NA
"Alegria",4,2021-07-28 15:15:00,"07/28/2021","15:15:00",18.19026443,8.254923857,"high",19.0111111111111,4.192237,NA
"Alegria",4,2021-07-28 15:30:00,"07/28/2021","15:30:00",18.33940328,8.251243158,"high",19.1722222222222,4.107811,NA
"Alegria",4,2021-07-28 15:45:00,"07/28/2021","15:45:00",18.4586828,8.25234813,"high",19.2722222222222,4.005082,NA
"Alegria",4,2021-07-28 16:00:00,"07/28/2021","16:00:00",18.58775669,8.238398128,"high",19.3777777777778,3.886676,NA
"Alegria",4,2021-07-28 16:15:00,"07/28/2021","16:15:00",18.70175945,8.229053246,"high",19.5055555555556,3.754961,NA
"Alegria",4,2021-07-28 16:30:00,"07/28/2021","16:30:00",18.82327317,8.220753773,"high",19.6111111111111,3.613028,NA
"Alegria",4,2021-07-28 16:45:00,"07/28/2021","16:45:00",18.87288737,8.234962336,"high",19.6888888888889,3.463664,NA
"Alegria",4,2021-07-28 17:00:00,"07/28/2021","17:00:00",18.98605437,8.227585089,"high",19.7555555555556,3.3097,NA
"Alegria",4,2021-07-28 17:15:00,"07/28/2021","17:15:00",18.96614088,8.228074647,"high",19.6777777777778,3.154503,NA
"Alegria",4,2021-07-28 17:30:00,"07/28/2021","17:30:00",18.92705591,8.212823594,"high",19.5722222222222,3.000903,NA
"Alegria",4,2021-07-28 17:45:00,"07/28/2021","17:45:00",18.92475079,8.220905135,"high",19.5833333333333,2.85166,NA
"Alegria",4,2021-07-28 18:00:00,"07/28/2021","18:00:00",18.91894606,8.22567397,"high",19.5722222222222,2.709897,NA
"Alegria",4,2021-07-28 18:15:00,"07/28/2021","18:15:00",18.91108925,8.225914288,"high",19.55,2.577928,NA
"Alegria",4,2021-07-28 18:30:00,"07/28/2021","18:30:00",18.87213809,8.222421602,"high",19.5166666666667,2.458453,NA
"Alegria",4,2021-07-28 18:45:00,"07/28/2021","18:45:00",18.83098581,8.208954818,"high",19.4722222222222,2.35347,NA
"Alegria",4,2021-07-28 19:00:00,"07/28/2021","19:00:00",18.78430237,8.202135614,"high",19.3777777777778,2.264757,NA
"Alegria",4,2021-07-28 19:15:00,"07/28/2021","19:15:00",18.77224108,8.186482545,"high",19.4,2.194059,NA
"Alegria",4,2021-07-28 19:30:00,"07/28/2021","19:30:00",18.74029481,8.180254727,"high",19.3666666666667,2.142477,NA
"Alegria",4,2021-07-28 19:45:00,"07/28/2021","19:45:00",18.68332758,8.173347543,"high",19.2833333333333,2.110843,NA
"Alegria",4,2021-07-28 20:00:00,"07/28/2021","20:00:00",18.6291049,8.166570272,"high",19.2388888888889,2.09971,NA
"Alegria",4,2021-07-28 20:15:00,"07/28/2021","20:15:00",18.58120175,8.152004496,"high",19.1722222222222,2.108952,NA
"Alegria",4,2021-07-28 20:30:00,"07/28/2021","20:30:00",18.54811702,8.146034579,"high",19.15,2.13802,NA
"Alegria",4,2021-07-28 20:45:00,"07/28/2021","20:45:00",18.51230714,8.13764547,"high",19.1388888888889,2.186384,NA
"Alegria",4,2021-07-28 21:00:00,"07/28/2021","21:00:00",18.46773417,8.126572977,"high",19.0888888888889,2.253087,NA
"Alegria",4,2021-07-28 21:15:00,"07/28/2021","21:15:00",18.39663892,8.116289959,"high",18.9722222222222,2.33688,NA
"Alegria",4,2021-07-28 21:30:00,"07/28/2021","21:30:00",18.28445978,8.115958227,"high",18.8388888888889,2.436095,NA
"Alegria",4,2021-07-28 21:45:00,"07/28/2021","21:45:00",18.12052619,8.114908954,"high",18.6166666666667,2.549139,NA
"Alegria",4,2021-07-28 22:00:00,"07/28/2021","22:00:00",18.03843612,8.104690202,"high",18.6055555555556,2.673854,NA
"Alegria",4,2021-07-28 22:15:00,"07/28/2021","22:15:00",17.91112468,8.103445942,"high",18.4555555555556,2.807982,NA
"Alegria",4,2021-07-28 22:30:00,"07/28/2021","22:30:00",17.91664796,8.094971995,"high",18.5388888888889,2.948936,NA
"Alegria",4,2021-07-28 22:45:00,"07/28/2021","22:45:00",17.71073669,8.103489807,"high",18.1888888888889,3.094484,NA
"Alegria",4,2021-07-28 23:00:00,"07/28/2021","23:00:00",17.59665268,8.093100262,"high",18.1222222222222,3.241835,NA
"Alegria",4,2021-07-28 23:15:00,"07/28/2021","23:15:00",17.29154194,8.083598544,"high",17.7055555555556,3.388311,NA
"Alegria",4,2021-07-28 23:30:00,"07/28/2021","23:30:00",16.99682282,8.077583205,"high",17.3833333333333,3.531237,NA
